8000 18000
126 6938 7433
126 7234 5001
127 3400 16371
127 4917 16480
127 5591 982
128 1764 3905
128 3357 14174
128 4642 9759
128 4844 15831
128 6468 11969
129 558 5233
129 5625 11943
129 5653 3953
129 6682 8492
129 6786 2037
129 7234 15009
130 2469 4669
130 2637 5463
130 3789 9101
130 3855 8998
130 6965 9294
130 7738 9704
131 1004 13880
131 3869 7948
131 6270 2537
131 6708 13759
131 7074 17478
131 7283 17601
132 147 4172
132 2240 7154
132 2621 14606
132 2910 16895
133 941 9539
133 3066 10200
133 7055 1097
134 3315 9690
134 3820 14478
134 4637 7130
134 5581 13839
134 5849 843
134 6037 1296
134 6301 13673
135 181 5661
135 3333 16572
135 3339 11771
135 5804 14005
136 455 15711
136 2257 12027
136 2360 3256
136 2867 1613
136 3475 2693
137 717 13637
137 1531 13709
137 1721 4281
137 3181 10707
137 3766 7302
137 5825 16765
137 6055 7196
137 7041 8571
137 7652 4446
138 1079 16248
138 1302 8849
138 4126 4715
138 5525 12792
138 7629 260
139 926 5765
139 1944 10303
139 3676 6754
139 4832 10763
139 4955 3879
139 5078 6154
140 607 8473
140 4012 11851
140 5224 10489
140 5775 15229
140 5981 9222
140 6753 7545
140 7121 158
140 7525 2404
141 1249 12188
141 4758 8409
141 5902 5156
141 6318 8181
141 6526 5705
141 7542 7152
141 7813 16524
141 7841 10110
142 331 12999
142 1996 16394
142 6484 10257
142 7161 2958
143 607 1779
143 1587 15316
143 2017 17696
143 4418 7471
143 5818 13806
143 6074 14745
143 7467 13725
144 254 11731
144 3195 6285
144 4084 4102
144 5108 5184
144 5456 5560
144 6315 6008
145 193 16294
145 1779 13072
145 6577 431
146 3940 8205
146 4057 14461
146 4547 7372
146 5683 1134
146 7113 11266
146 7951 10098
147 1027 10065
147 3742 9770
147 4405 11997
147 6531 3327
148 576 6646
148 1806 846
148 2923 14950
148 2995 6339
148 7263 13671
149 311 11322
149 889 17802
149 2897 11387
149 3341 3959
149 3402 4629
150 1863 4177
150 3979 7475
150 6144 9251
150 7532 16591
151 180 1694
151 1313 972
151 1751 7923
151 3638 13128
151 4843 15396
152 1832 17024
152 2732 3927
152 4261 4529
152 5393 17994
152 7430 7140
153 2171 10656
153 2480 9042
153 2664 13092
153 4974 7295
153 6728 1611
153 6943 4836
154 4258 3930
154 7580 577
154 7780 6697
155 382 9315
155 401 6287
155 1274 16173
155 4715 17135
156 434 2017
156 1236 7794
156 1993 9468
157 388 10434
157 420 16989
157 3335 9818
157 4125 12417
157 5292 5993
157 5773 11534
157 6416 10064
157 7758 11671
158 1170 17337
158 1487 17229
158 1756 5787
158 5972 17777
159 650 8896
159 2180 8840
159 5681 11707
159 6457 16364
159 7733 1259
160 655 7611
160 1696 3643
160 2953 16586
160 3572 3961
160 4563 1746
160 7861 7736
161 2607 6493
161 4078 4840
161 4643 6946
161 6674 17613
161 6908 8965
162 775 7974
162 1297 16489
162 3669 6508
162 5833 7145
163 4093 15143
163 5786 4634
163 7088 10849
163 7439 6283
164 549 10940
164 1917 4585
164 1956 11893
164 3319 8837
164 4543 13160
164 6124 7996
164 6358 10503
165 481 3993
165 1832 2893
165 2333 13785
165 4680 11004
165 6047 16844
166 2776 1464
166 4953 14796
166 7054 10364
167 488 2015
167 2752 17291
167 3813 9252
167 4007 17432
168 1594 2875
168 5713 2146
169 1305 2765
169 3440 15240
169 4281 3667
170 465 7742
170 506 1400
170 2559 4795
170 5608 12385
170 6837 15923
170 7956 17596
171 1662 1828
171 2892 1682
171 2963 7344
171 3117 1593
171 4350 4917
171 6148 7843
172 1418 16916
172 2401 1244
172 5623 12537
172 5928 10085
173 860 337
173 4688 5400
173 6576 9866
173 7829 12675
174 3328 1101
174 5356 7841
174 7969 4056
175 452 4638
175 1579 12236
175 2375 3308
175 4115 2113
175 6293 10621
175 6559 3737
175 6836 2472
176 4491 15861
176 7490 6955
177 4550 17535
177 5250 13451
178 2641 15068
178 4549 17075
178 6092 7566
178 6220 1737
179 1045 9102
179 2189 4626
179 2635 4075
179 5084 12656
179 6633 16874
179 6648 1316
180 3333 11013
180 4027 16359
181 6191 15575
181 7652 10154
181 7739 3962
181 7849 7109
182 2384 17260
182 3356 12211
182 4067 8486
182 5594 7217
183 4292 6261
183 4303 12355
184 2903 10642
184 5147 12207
184 6448 10572
185 3770 14835
185 6073 16721
186 2387 17018
186 3249 10645
186 6252 13692
187 3311 188
187 3965 16754
187 5206 2870
187 7343 17928
188 2801 3332
188 3145 13340
188 5406 15632
189 1867 5860
189 2060 6900
189 2094 12688
189 2336 5645
189 3340 17918
189 6194 13643
189 6356 4852
190 1981 9491
190 5431 3126
190 6490 5919
190 7757 4726
191 409 16263
191 2202 14150
191 6176 16868
192 1340 2545
192 1538 11635
192 1901 15457
193 1046 11547
193 2396 10788
193 3518 6903
193 5089 16573
193 7845 5498
194 1942 2530
194 2691 519
194 4362 14546
195 300 3358
195 3935 15101
195 5942 13698
195 6119 10536
195 6669 17632
196 2562 9376
196 4989 4507
196 6562 8023
196 7083 6129
197 1121 4459
197 2423 960
197 2426 11048
197 3101 17760
197 3848 12276
197 4008 1109
197 4791 12090
197 6429 12858
197 6790 2837
197 7938 11583
198 835 5484
198 854 8777
198 1043 8021
198 3484 3972
198 5070 3389
199 631 8918
199 685 8055
199 1974 8233
199 7436 2680
199 7890 8535
200 3777 17479
200 3934 8143
200 4368 8080
201 1483 14583
201 1747 7334
201 2083 4359
201 4587 6402
201 7573 3729
202 2413 15949
202 3271 4453
202 3675 9862
202 6211 3626
202 6946 12261
203 2334 5351
203 2547 4789
204 570 14121
204 720 2319
204 1008 6106
204 2182 15938
205 4757 14581
206 1466 14873
206 1631 884
206 1748 5800
206 1834 463
206 2692 14228
206 6303 10111
207 360 14119
207 2696 10399
207 3079 8043
208 1744 6501
208 2317 9921
208 6474 14992
208 7821 4750
209 1303 867
209 3446 3481
209 5984 6823
209 6321 15301
209 7703 11081
210 2341 8136
210 3562 5210
210 4581 8809
210 4652 14384
210 5163 2746
210 6445 8666
211 584 7950
211 4791 11087
211 4803 2914
211 5000 6858
211 5973 17996
212 1015 5031
212 1081 12212
212 1304 12640
212 1968 5357
212 2691 11887
212 4798 13290
212 5732 15830
212 7105 15591
213 3034 192
213 7233 15170
214 1461 8314
214 6720 7812
215 730 7798
215 3459 8180
215 6893 3792
215 7986 1496
216 1725 17547
216 5969 4400
216 7777 8689
217 1281 5461
217 1475 17744
217 4651 9415
217 4777 6937
217 7982 16168
218 5438 3725
218 7220 7833
219 2426 7971
220 1135 8814
220 2306 1569
220 2654 13803
220 3492 5679
220 4272 14331
220 5355 183
221 3729 5438
221 4814 9700
221 6675 17061
222 1318 12003
222 4501 3644
222 4554 15081
222 5798 466
223 1805 8818
223 2062 11587
224 1190 7374
224 2346 14520
224 3732 16275
224 4236 1428
224 4734 10026
225 2525 16634
225 7727 4772
226 676 7423
226 1593 17083
226 2882 2239
226 4977 8758
226 7328 5708
226 7554 16257
227 1440 15797
227 2093 13654
227 3298 13179
227 4805 12750
228 1922 726
228 2959 2742
228 6883 12341
228 6955 9466
229 1013 4508
229 5118 419
229 6282 9980
229 7268 13779
230 2322 1516
230 5045 8452
230 5202 16542
230 5914 8039
230 7630 12730
231 1225 12344
231 2318 10496
231 7230 15135
232 364 13259
232 1189 1587
232 1490 13993
233 497 14086
233 1070 7466
233 1129 13081
233 2019 16413
233 2470 216
233 2935 7556
233 5272 3234
233 5296 12131
234 1988 17384
234 4760 898
234 5649 15209
234 6118 4413
235 4963 3523
236 429 3684
236 3356 10328
236 3968 9412
236 4439 8942
237 501 3294
237 2708 4334
237 4526 11256
237 4629 14390
237 7457 3678
238 2489 17030
238 3261 5637
238 7304 14875
238 7570 13794
239 1334 954
239 3895 1833
239 4042 9153
239 6042 2338
240 1983 14301
240 6938 10165
241 1486 5320
241 4789 15172
242 546 8100
242 2343 16200
242 4759 13401
242 5944 12746
242 7892 8557
243 665 1327
243 835 13700
243 2039 14311
243 3190 13274
243 5320 11398
243 7816 2170
244 7199 16188
245 1117 14386
245 3942 11047
245 5526 16680
245 5809 16457
245 7277 2333
246 941 16204
246 1359 766
246 3907 4267
246 5418 1651
246 7442 5447
247 386 8235
247 580 2667
247 1085 13472
247 1318 13416
247 3198 15879
247 4017 5198
247 4812 3882
247 5196 17698
247 5570 1801
248 1258 7522
248 1620 13664
248 5083 17709
248 6197 7684
248 7450 3198
249 3143 14807
249 4138 4966
249 5580 3835
249 5897 5503
249 6189 3712
249 7157 4988
250 587 11046
250 3633 16464
250 3955 13
250 5272 11555
250 6473 8057
251 1578 11297
251 3380 14347
251 3432 3575
251 6295 15192
251 7211 9774
251 7463 6020
252 1194 2720
252 2452 15422
252 2479 7725
252 3073 16320
252 3883 8934
252 7964 10859
253 2035 11759
253 2372 8825
253 3829 1120
253 6650 215
253 7673 179
254 701 7079
254 1303 16608
254 1433 16891
254 1925 6096
254 2563 8625
254 4641 2309
254 6246 9865
255 1312 17221
255 2293 5502
255 2482 1996
255 4914 15710
255 6596 15567
255 7415 14765
255 7556 7928
256 379 8659
256 503 7349
256 6533 5724
256 6626 16697
257 543 11581
257 1867 13326
257 7815 9765
258 2881 6300
258 3601 14956
258 6020 524
259 1090 246
259 3163 15888
259 4621 3224
259 4744 1282
260 580 10734
260 784 16800
260 3724 5889
260 5314 1217
260 5569 1784
261 2654 6036
261 5097 16956
262 487 6777
262 1415 3261
262 1849 15524
262 3603 10588
262 3645 6929
262 5740 13032
262 6009 3383
262 7790 676
263 3788 1117
263 5613 9352
264 2545 11862
264 5043 3246
264 5328 3237
264 6738 8587
264 7957 17124
264 7962 5957
265 544 3881
265 3591 8693
266 2457 11434
266 4155 17295
266 5792 12307
266 5971 9432
266 7836 2670
267 863 3718
267 6079 5343
267 6137 9017
268 6257 7024
268 7595 659
268 7774 4637
269 2204 4885
269 3434 16821
269 5222 10755
269 7283 13230
269 7329 1121
269 7946 8525
270 481 17157
270 2241 13119
270 3387 14755
270 4496 1683
270 6399 1708
271 3375 8786
271 4149 12430
271 4252 13176
271 5945 4856
271 7486 2286
272 2086 13534
272 4291 8118
272 4943 9687
272 4945 17078
272 7562 13543
273 2525 13199
273 3923 8514
273 7703 1565
274 3699 5221
274 4998 7387
274 6153 6606
275 1095 2731
275 2632 7955
275 3492 5298
275 4429 17023
275 5492 9007
276 1596 17862
276 3671 6182
276 4863 3130
276 6701 2887
276 7013 7980
276 7647 1364
277 390 9013
277 1277 4351
277 3599 12210
277 5449 1712
277 7023 507
277 7537 11982
277 7580 10812
277 7727 12800
278 5469 17106
278 6578 16878
278 7721 5321
279 655 4721
279 893 2121
279 1786 17156
279 2689 15459
279 4768 4266
280 1208 1806
280 1872 4066
280 2673 3573
280 4499 17650
281 5600 16324
281 5971 6648
282 610 12496
282 2650 14814
282 6918 6739
282 7469 16071
283 1683 9650
283 3972 7292
284 994 13981
284 1261 11499
284 2081 17149
284 3948 13862
284 6109 16766
284 6960 4584
285 1196 917
285 7322 3452
286 879 1089
286 2933 2137
286 4258 5831
286 6863 2133
287 1583 5219
287 3418 13410
287 5361 14839
287 6304 7293
287 6520 7591
287 7020 15469
288 2267 8873
288 2332 10262
288 2718 5558
288 3170 2156
288 4601 12485
288 4827 1178
289 1522 14407
289 3546 10431
289 4009 6673
289 7319 1286
290 317 15983
290 2127 1462
290 4552 17258
290 6838 13052
291 1294 795
291 1418 10293
291 1995 9223
291 2618 9108
291 6177 2487
292 1762 5985
292 1770 12412
292 2181 13780
292 3185 10450
292 5050 9806
292 6515 5331
292 6944 7714
292 6987 6634
292 6989 2243
293 692 13266
293 4365 523
293 7158 1702
294 742 15961
294 1882 14204
294 3605 14063
294 6386 13113
294 6679 6757
294 6963 13525
295 2434 14877
295 2880 11732
295 3450 17704
295 4618 5756
295 5385 13256
296 663 9605
296 1118 10018
296 1255 3458
296 5204 2802
296 5411 377
297 349 17986
297 1364 15805
297 1957 6572
297 2301 13283
297 3122 8370
297 3909 15584
297 4048 4679
297 5078 3996
297 6450 17775
297 6751 7803
298 1557 6448
298 1676 6199
298 3723 6058
298 6394 14234
298 7446 12133
299 3434 15017
299 3937 17819
299 4752 3098
299 5099 17523
299 7076 8546
300 351 3582
300 3323 7527
300 5338 10088
300 6652 11938
300 7254 2169
300 7534 9698
301 1687 2591
301 7503 4580
301 7957 7076
302 637 7820
302 2338 7127
302 2682 9883
303 978 10225
303 4426 11593
304 476 11546
304 4029 6464
305 2858 13047
305 4272 1882
305 6343 181
305 7400 6656
306 2249 17099
306 3904 5898
306 4385 18
306 5706 11821
306 5999 15619
306 6732 10167
306 7983 11062
307 2353 8446
307 2666 5344
307 3455 6811
307 3599 6383
307 3675 13386
307 6557 2590
308 2266 12757
308 3577 16872
308 3959 6722
308 4034 9756
308 5054 2301
309 1262 11441
309 2926 6441
309 4471 9624
309 4779 3647
309 5364 4028
309 6454 944
309 7097 13050
310 3513 17371
310 4458 7543
311 1864 9761
311 3067 17151
311 4036 3472
311 7501 1969
312 4351 3445
312 7908 9515
313 5507 12136
313 6986 4104
313 7939 12966
314 3688 15654
314 5122 10135
315 1333 5841
315 2005 6678
315 2245 12491
315 2329 15261
315 2795 13767
315 4735 10196
315 5470 1761
315 6382 6820
315 6519 9740
316 814 8405
316 1924 16555
316 2203 17687
316 5123 13774
316 6205 445
317 2436 11432
317 4658 15834
317 6404 15002
317 7151 11284
318 5349 13207
318 5944 12168
318 6400 11196
318 7886 4947
319 4653 17770
319 4796 15543
320 630 6347
320 4068 8906
320 4371 17397
320 6271 14803
321 572 13086
321 4869 2535
321 6627 31
322 1875 12983
322 3434 265
322 3744 12862
322 5963 15759
323 705 481
323 1310 4531
323 5261 10997
323 7993 4739
324 1521 3070
324 3510 16919
324 6448 4906
325 2010 8140
325 4266 13593
325 4373 13615
325 4911 17130
325 5089 511
325 5188 6711
325 7774 15133
326 2019 1834
326 4768 2709
326 5346 12467
326 5565 1991
326 6650 3704
327 602 248
327 624 500
327 927 9685
327 2881 5808
327 4995 1272
327 6573 3831
328 1156 4901
328 2200 12221
328 2979 14235
328 6242 1146
328 7158 13076
329 1184 16086
329 4673 14568
330 2293 9143
330 4268 17051
330 4551 9738
330 5758 1247
330 6328 13932
330 6904 10604
330 7101 16653
330 7481 4381
331 1409 12653
331 2087 14630
331 4049 14059
331 6350 3309
331 7731 12545
331 7732 14401
332 1396 8838
332 2573 17226
332 3635 16704
332 5071 113
332 5560 15609
332 6561 3262
333 341 12588
333 1154 4052
333 4891 11424
333 5526 6554
334 1860 10330
334 3012 14033
334 3710 12469
334 4965 400
334 5100 8263
335 3718 9265
335 5379 4027
335 7750 1209
336 1317 8026
336 1701 1113
336 4098 16599
336 6310 11131
337 5719 8377
337 5877 5736
337 7408 5313
338 3025 2365
338 4394 16057
339 2628 2625
339 3310 13786
339 3960 8226
339 5792 1869
339 6300 10681
340 742 252
340 1166 13106
340 6605 16760
340 7865 8211
341 734 3403
341 5169 8540
341 5467 4571
341 6357 7245
342 1460 16777
342 1741 7823
342 3290 15963
342 4076 8780
342 4436 6333
342 5953 8675
342 7261 13972
342 7748 9247
343 364 15013
343 2407 12993
343 3561 7807
343 5556 8476
344 5974 12954
345 2395 9236
345 2483 6562
345 2965 1442
345 5730 14369
345 6141 8102
345 7810 4063
346 885 2781
346 1319 12791
346 3522 2610
346 3965 8444
346 7460 9885
347 400 16350
347 835 17520
347 7515 1581
348 2277 2039
348 2678 9225
348 3619 7223
348 4255 17866
348 5405 11932
349 1222 10382
349 1497 13605
349 3431 11376
349 4923 2555
349 6326 9924
350 829 13200
350 3377 9018
350 4033 17211
350 4854 5034
351 4195 5835
351 4376 3674
351 4529 1177
351 4691 14171
351 7087 6455
352 496 7565
352 1082 599
352 3737 17261
352 6518 4071
353 4297 2172
354 2021 17417
354 2781 5203
354 3682 1596
354 4415 10780
354 7160 1105
355 6075 6506
355 6551 489
356 1647 5244
356 1927 10506
356 4399 5495
357 3071 15138
357 5247 3870
357 7004 13025
357 7008 358
358 2185 2127
358 3089 13689
358 5059 8835
358 6683 5759
358 7615 15741
359 2823 7529
359 3406 4265
359 4772 3194
359 7338 6568
360 1749 3033
360 2983 9957
360 3223 5144
360 3901 15547
360 5713 9576
360 5947 4816
360 7088 6256
360 7688 14773
361 411 5346
361 3644 9068
361 4081 17410
361 5901 10453
361 5939 7832
362 509 6993
362 1622 11240
362 5598 14374
362 7331 16783
363 1862 782
363 3171 5435
363 3243 5836
363 3344 5174
363 6421 2678
363 7826 17719
364 2953 15519
365 2362 10259
365 5729 12324
365 7635 146
366 485 13927
366 1018 7392
366 1818 7603
366 1912 17692
366 2794 11532
366 4159 3022
366 5101 17679
366 7476 8632
367 1556 11793
367 4635 2411
367 7599 17029
368 1995 14227
368 2377 14250
368 3021 15610
368 3139 16392
368 3525 5089
368 3733 790
368 4602 4144
368 5209 9819
368 5865 2827
368 6253 11761
368 7596 630
369 1047 12777
369 1191 729
369 3215 2994
370 2941 12525
370 2958 6932
371 3222 7072
371 7790 2216
372 868 14032
372 907 15763
372 1901 6702
372 2373 10134
372 5288 11449
372 7831 7193
373 1726 13751
373 2236 17152
373 2595 2306
374 6367 381
374 6671 611
374 7662 7592
375 1269 17113
375 1516 4308
375 1802 9905
376 2742 3173
376 3075 8482
377 959 250
377 2015 17745
377 2854 4246
377 3456 9175
377 5126 1407
378 4054 10146
379 2093 7221
379 6037 880
379 6452 3679
380 4539 14549
380 7915 2835
381 4124 7272
381 6294 6807
381 7160 6397
381 7565 15205
381 7582 3373
381 7639 2345
381 7727 5525
382 1887 8086
382 3037 13632
382 3948 2431
382 4478 12806
382 6635 3868
382 7436 8009
383 1284 14945
383 1465 1617
383 1918 1474
383 2845 15833
383 4320 3805
383 5481 10411
383 5976 14830
383 6217 9208
384 3127 2784
384 4078 5312
385 425 8257
385 852 3686
385 1067 139
385 1202 1020
385 1770 4646
385 2589 17897
385 2685 13415
385 4621 6631
385 5363 8271
385 5936 5862
385 7125 16650
386 2004 15517
386 3368 3291
386 5352 10178
386 7540 16535
387 2211 5286
387 2568 11953
387 4809 3354
387 6500 14638
387 7165 6603
387 7381 1764
387 7516 17511
388 964 3197
388 1500 9039
388 2928 10860
388 3162 13892
388 4194 16125
388 4277 16651
389 3869 11751
389 4426 331
390 7969 8269
391 2342 2354
391 4049 3462
391 4124 1130
391 7491 5794
392 2068 11575
392 2621 6097
392 3129 14859
393 2377 1287
393 2411 11431
393 2430 15978
393 3661 2734
393 4339 13353
393 4378 15
393 6328 1545
394 1191 6698
394 2481 1029
394 3153 13143
394 3154 2425
394 3645 12371
394 4665 5722
394 6741 15504
394 6844 6424
395 902 12796
395 2052 4340
395 3113 5858
395 3122 3314
395 4102 420
395 5900 15407
395 6108 13057
396 800 614
396 4591 10855
396 5806 11870
396 6068 4225
397 7783 5545
398 1169 46
398 2481 2245
398 5082 6495
398 5553 761
398 6072 4714
399 1468 3617
400 1334 6268
