150 11175
2 145 6177
2 146 6166
2 147 3611
2 148 2688
2 149 4545
2 150 6913
3 4 3131
3 5 9466
3 6 2945
3 7 7116
3 8 6818
3 9 6380
3 10 9730
3 11 5820
3 12 7408
3 13 8948
3 14 4407
3 15 10096
3 16 8973
3 17 5294
3 18 9324
3 19 3461
3 20 5336
3 21 4318
3 22 5798
3 23 5454
3 24 2128
3 25 2823
3 26 9564
3 27 7348
3 28 6446
3 29 1911
3 30 8047
3 31 4583
3 32 3812
3 33 3345
3 34 4783
3 35 5299
3 36 10008
3 37 10373
3 38 5377
3 39 4149
3 40 5886
3 41 4766
3 42 4
3 43 4537
3 44 2704
3 45 7656
3 46 8743
3 47 4630
3 48 6690
3 49 5825
3 50 1968
3 51 7636
3 52 1567
3 53 1397
3 54 9777
3 55 8790
3 56 5066
3 57 9410
3 58 7629
3 59 959
3 60 1222
3 61 4295
3 62 10822
3 63 521
3 64 2273
3 65 2433
3 66 6099
3 67 1244
3 68 8687
3 69 4605
3 70 8825
3 71 5308
3 72 1266
3 73 8806
3 74 6201
3 75 2602
3 76 4050
3 77 1795
3 78 11161
3 79 9957
3 80 6586
3 81 3167
3 82 4220
3 83 10641
3 84 2801
3 85 6949
3 86 6871
3 87 8101
3 88 4039
3 89 7562
3 90 63
3 91 4907
3 92 6192
3 93 2726
3 94 6605
3 95 6224
3 96 9668
3 97 7515
3 98 2588
3 99 11157
3 100 8699
3 101 10773
3 102 6076
3 103 10781
3 104 9443
3 105 3275
3 106 8643
3 107 964
3 108 8671
3 109 3080
3 110 4476
3 111 10763
3 112 3149
3 113 10507
3 114 8159
3 115 3852
3 116 4975
3 117 9363
3 118 2057
3 119 4788
3 120 1985
3 121 8023
3 122 617
3 123 3784
3 124 10392
3 125 2800
3 126 2691
3 127 7052
3 128 10062
3 129 3176
3 130 2640
3 131 10039
3 132 10309
3 133 6877
3 134 3778
3 135 10927
3 136 7117
3 137 3989
3 138 1842
3 139 3347
3 140 4667
3 141 8995
3 142 6280
3 143 2378
3 144 9145
3 145 5452
3 146 4253
3 147 390
3 148 6020
3 149 10121
3 150 5761
4 5 4350
4 6 7039
4 7 6478
4 8 11147
4 9 8998
4 10 5723
4 11 4184
4 12 1185
4 13 4097
4 14 3549
4 15 461
4 16 10415
4 17 8881
4 18 2438
4 19 5570
4 20 7721
4 21 9234
4 22 1707
4 23 7378
4 24 6712
4 25 9372
4 26 3930
4 27 5495
4 28 6180
4 29 5898
4 30 7947
4 31 9599
4 32 8947
4 33 9531
4 34 1369
4 35 6220
4 36 6650
4 37 6167
4 38 1394
4 39 3094
4 40 2595
4 41 597
4 42 721
4 43 2682
4 44 7297
4 45 5844
4 46 2025
4 47 7740
4 48 9502
4 49 1069
4 50 3166
4 51 11149
4 52 10274
4 53 11094
4 54 10706
4 55 7459
4 56 8488
4 57 4068
4 58 7278
4 59 2923
4 60 5800
4 61 10920
4 62 10136
4 63 2014
4 64 3600
4 65 5295
4 66 3411
4 67 4344
4 68 2777
4 69 7535
4 70 10006
4 71 8820
4 72 5987
4 73 4668
4 74 7090
4 75 8143
4 76 10256
4 77 65
4 78 6764
4 79 661
4 80 1315
4 81 3058
4 82 6935
4 83 3401
4 84 5680
4 85 10148
4 86 2022
4 87 5891
4 88 5605
4 89 8581
4 90 5561
4 91 4462
4 92 554
4 93 7045
4 94 10541
4 95 15
4 96 4385
4 97 10425
4 98 9967
4 99 7584
4 100 6667
4 101 2570
4 102 1635
4 103 2440
4 104 240
4 105 5165
4 106 541
4 107 5950
4 108 8892
4 109 2767
4 110 5257
4 111 7650
4 112 740
4 113 466
4 114 4653
4 115 11158
4 116 5317
4 117 10715
4 118 1409
4 119 9557
4 120 5265
4 121 4113
4 122 5520
4 123 4088
4 124 3439
4 125 4573
4 126 5460
4 127 6773
4 128 2620
4 129 6475
4 130 6863
4 131 8306
4 132 5357
4 133 757
4 134 5260
4 135 4635
4 136 4626
4 137 3505
4 138 2088
4 139 6688
4 140 5450
4 141 33
4 142 10221
4 143 7739
4 144 4682
4 145 10153
4 146 8386
4 147 10241
4 148 1677
4 149 6996
4 150 10932
5 6 5677
5 7 9726
5 8 9197
5 9 6869
5 10 10219
5 11 3683
5 12 857
5 13 3050
5 14 10244
5 15 4326
5 16 3369
5 17 8289
5 18 8381
5 19 4774
5 20 6919
5 21 5415
5 22 10790
5 23 5565
5 24 3499
5 25 11127
5 26 1160
5 27 1692
5 28 6824
5 29 9956
5 30 7210
5 31 10925
5 32 7086
5 33 8987
5 34 7645
5 35 1448
5 36 5801
5 37 7316
5 38 5744
5 39 2202
5 40 11023
5 41 7978
5 42 1947
5 43 2710
5 44 10815
5 45 4874
5 46 4408
5 47 730
5 48 5387
5 49 2943
5 50 7158
5 51 425
5 52 3508
5 53 10970
5 54 4932
5 55 6195
5 56 10976
5 57 10696
5 58 5875
5 59 5252
5 60 2343
5 61 7796
5 62 4950
5 63 9780
5 64 8481
5 65 9504
5 66 4155
5 67 2051
5 68 8873
5 69 10383
5 70 4120
5 71 891
5 72 6082
5 73 5840
5 74 129
5 75 9796
5 76 7309
5 77 8682
5 78 2143
5 79 8979
5 80 851
5 81 4650
5 82 3769
5 83 3075
5 84 5692
5 85 215
5 86 6377
5 87 8406
5 88 6135
5 89 10725
5 90 193
5 91 6936
5 92 4510
5 93 2371
5 94 2790
5 95 6639
5 96 9546
5 97 7814
5 98 633
5 99 8864
5 100 10197
5 101 7587
5 102 7264
5 103 9162
5 104 9776
5 105 10315
5 106 5361
5 107 1615
5 108 7444
5 109 9038
5 110 10406
5 111 10915
5 112 2131
5 113 11048
5 114 10912
5 115 10630
5 116 9614
5 117 1836
5 118 4089
5 119 7221
5 120 9377
5 121 9929
5 122 1979
5 123 6828
5 124 3632
5 125 9735
5 126 6595
5 127 3332
5 128 11135
5 129 1179
5 130 10023
5 131 4126
5 132 6247
5 133 2479
5 134 1337
5 135 9659
5 136 10118
5 137 1481
5 138 7475
5 139 718
5 140 3177
5 141 59
5 142 4305
5 143 5759
5 144 8150
5 145 8394
5 146 5370
5 147 10323
5 148 3909
5 149 5512
5 150 4338
6 7 9275
6 8 6966
6 9 3834
6 10 3665
6 11 1262
6 12 1356
6 13 9067
6 14 5846
6 15 1996
6 16 10471
6 17 5128
6 18 7545
6 19 6665
6 20 10836
6 21 8895
6 22 8310
6 23 10597
6 24 4951
6 25 3338
6 26 5778
6 27 5298
6 28 3963
6 29 6815
6 30 4785
6 31 3827
6 32 4390
6 33 836
6 34 2220
6 35 1513
6 36 3098
6 37 1163
6 38 5662
6 39 8149
6 40 841
6 41 3774
6 42 10316
6 43 2076
6 44 10117
6 45 3397
6 46 1502
6 47 4143
6 48 6627
6 49 1831
6 50 6033
6 51 8358
6 52 2431
6 53 1768
6 54 5879
6 55 3875
6 56 1052
6 57 3764
6 58 10586
6 59 991
6 60 5443
6 61 9344
6 62 10703
6 63 5056
6 64 3825
6 65 2325
6 66 3953
6 67 8001
6 68 5446
6 69 9622
6 70 6466
6 71 5382
6 72 11123
6 73 7505
6 74 2798
6 75 10583
6 76 9229
6 77 3448
6 78 6068
6 79 5787
6 80 7314
6 81 5206
6 82 2948
6 83 7067
6 84 998
6 85 3571
6 86 10843
6 87 3416
6 88 4945
6 89 5091
6 90 5705
6 91 10481
6 92 4169
6 93 6748
6 94 4830
6 95 4886
6 96 6951
6 97 9305
6 98 6563
6 99 9150
6 100 2990
6 101 6710
6 102 2469
6 103 10727
6 104 10338
6 105 9394
6 106 6659
6 107 5771
6 108 5804
6 109 5312
6 110 794
6 111 1752
6 112 5177
6 113 2660
6 114 6671
6 115 4751
6 116 6893
6 117 10982
6 118 9351
6 119 4345
6 120 3782
6 121 3531
6 122 3673
6 123 1075
6 124 11020
6 125 10120
6 126 6026
6 127 6484
6 128 4176
6 129 5143
6 130 9481
6 131 6870
6 132 2224
6 133 5396
6 134 7659
6 135 3445
6 136 7699
6 137 3039
6 138 7660
6 139 2428
6 140 3968
6 141 5103
6 142 9159
6 143 5248
6 144 7554
6 145 3157
6 146 7145
6 147 6739
6 148 2523
6 149 10372
6 150 8349
7 8 4003
7 9 5659
7 10 5226
7 11 5895
7 12 3613
7 13 6331
7 14 1792
7 15 5665
7 16 9759
7 17 8195
7 18 8128
7 19 5776
7 20 2138
7 21 10901
7 22 10163
7 23 1477
7 24 9117
7 25 10494
7 26 496
7 27 9298
7 28 6164
7 29 7313
7 30 9814
7 31 6010
7 32 4823
7 33 6834
7 34 8040
7 35 538
7 36 10536
7 37 3645
7 38 2680
7 39 4971
7 40 10466
7 41 3972
7 42 7762
7 43 6578
7 44 4440
7 45 6678
7 46 6695
7 47 6297
7 48 2279
7 49 4197
7 50 10348
7 51 10782
7 52 9007
7 53 9686
7 54 11114
7 55 2058
7 56 4469
7 57 11148
7 58 9071
7 59 987
7 60 5193
7 61 9042
7 62 9969
7 63 5221
7 64 9539
7 65 8219
7 66 8870
7 67 5612
7 68 5831
7 69 2975
7 70 6813
7 71 2679
7 72 3997
7 73 1129
7 74 7891
7 75 4514
7 76 1713
7 77 2454
7 78 1658
7 79 5608
7 80 4449
7 81 1729
7 82 9246
7 83 3719
7 84 119
7 85 8800
7 86 6
7 87 8319
7 88 4657
7 89 1086
7 90 6117
7 91 10882
7 92 9464
7 93 448
7 94 8085
7 95 7609
7 96 10621
7 97 2877
7 98 2932
7 99 2814
7 100 615
7 101 6415
7 102 1845
7 103 5614
7 104 6955
7 105 9358
7 106 2494
7 107 9281
7 108 392
7 109 1559
7 110 7865
7 111 8583
7 112 7193
7 113 1791
7 114 2715
7 115 9395
7 116 10549
7 117 5548
7 118 7924
7 119 3198
7 120 4283
7 121 8769
7 122 6976
7 123 7875
7 124 2269
7 125 9688
7 126 4817
7 127 4439
7 128 3128
7 129 749
7 130 8641
7 131 3627
7 132 500
7 133 2716
7 134 641
7 135 10488
7 136 7219
7 137 9362
7 138 4733
7 139 8816
7 140 3330
7 141 5284
7 142 2047
7 143 2591
7 144 4205
7 145 11128
7 146 11130
7 147 5413
7 148 6982
7 149 8142
7 150 10156
8 9 8977
8 10 4304
8 11 2236
8 12 10379
8 13 10232
8 14 8807
8 15 1458
8 16 6443
8 17 1025
8 18 8244
8 19 5900
8 20 7803
8 21 7321
8 22 5708
8 23 7334
8 24 9602
8 25 4450
8 26 4941
8 27 5779
8 28 5140
8 29 4672
8 30 9393
8 31 9826
8 32 1576
8 33 8213
8 34 3619
8 35 3540
8 36 4809
8 37 4928
8 38 5794
8 39 1933
8 40 6770
8 41 11096
8 42 6483
8 43 830
8 44 5351
8 45 5134
8 46 5362
8 47 5834
8 48 131
8 49 7853
8 50 2402
8 51 6213
8 52 6146
8 53 6885
8 54 7702
8 55 10330
8 56 346
8 57 8321
8 58 2486
8 59 10382
8 60 4328
8 61 9108
8 62 6916
8 63 875
8 64 315
8 65 7322
8 66 4927
8 67 6190
8 68 4878
8 69 7137
8 70 7222
8 71 2722
8 72 8424
8 73 276
8 74 4961
8 75 6037
8 76 7261
8 77 4498
8 78 7832
8 79 5734
8 80 3942
8 81 4769
8 82 6007
8 83 1753
8 84 6413
8 85 10769
8 86 5603
8 87 2833
8 88 9424
8 89 992
8 90 3399
8 91 6255
8 92 5545
8 93 7969
8 94 8904
8 95 6387
8 96 3833
8 97 1785
8 98 8760
8 99 10987
8 100 2693
8 101 9257
8 102 1732
8 103 7754
8 104 8237
8 105 3808
8 106 5315
8 107 1861
8 108 3693
8 109 10470
8 110 490
8 111 9189
8 112 6437
8 113 2229
8 114 2396
8 115 1533
8 116 5857
8 117 696
8 118 9572
8 119 899
8 120 2288
8 121 3422
8 122 7101
8 123 1006
8 124 5933
8 125 9280
8 126 3339
8 127 6338
8 128 2386
8 129 5976
8 130 5
8 131 2178
8 132 5982
8 133 2137
8 134 10738
8 135 5000
8 136 914
8 137 9940
8 138 1114
8 139 10211
8 140 2056
8 141 1353
8 142 7637
8 143 5478
8 144 4455
8 145 100
8 146 1945
8 147 7488
8 148 10730
8 149 5806
8 150 8996
9 10 4688
9 11 7852
9 12 2358
9 13 3562
9 14 2776
9 15 8829
9 16 8593
9 17 5552
9 18 8160
9 19 4471
9 20 10283
9 21 4091
9 22 6434
9 23 1054
9 24 1040
9 25 9001
9 26 9175
9 27 8465
9 28 2759
9 29 4967
9 30 9132
9 31 528
9 32 8287
9 33 2656
9 34 2983
9 35 6212
9 36 935
9 37 10631
9 38 8416
9 39 4256
9 40 4365
9 41 8180
9 42 2227
9 43 4518
9 44 9698
9 45 501
9 46 8472
9 47 439
9 48 7556
9 49 8902
9 50 3358
9 51 10058
9 52 6666
9 53 10345
9 54 2546
9 55 1940
9 56 8762
9 57 7307
9 58 4288
9 59 9942
9 60 3527
9 61 1471
9 62 5549
9 63 5422
9 64 8861
9 65 10189
9 66 1779
9 67 7887
9 68 10642
9 69 9361
9 70 4013
9 71 9505
9 72 4215
9 73 4093
9 74 5399
9 75 8619
9 76 3515
9 77 2529
9 78 6393
9 79 3420
9 80 4007
9 81 318
9 82 6395
9 83 983
9 84 1115
9 85 1706
9 86 6909
9 87 10410
9 88 5615
9 89 5932
9 90 4022
9 91 6541
9 92 6358
9 93 2500
9 94 1715
9 95 5584
9 96 7465
9 97 2670
9 98 3216
9 99 3415
9 100 2676
9 101 6721
9 102 10230
9 103 9135
9 104 4778
9 105 10455
9 106 7310
9 107 8348
9 108 1702
9 109 8397
9 110 10289
9 111 112
9 112 2518
9 113 5229
9 114 1169
9 115 5050
9 116 7339
9 117 5952
9 118 3807
9 119 10934
9 120 7112
9 121 1511
9 122 3610
9 123 5070
9 124 9290
9 125 2333
9 126 1341
9 127 47
9 128 10389
9 129 9297
9 130 5063
9 131 8950
9 132 4998
9 133 3245
9 134 10938
9 135 6727
9 136 589
9 137 4060
9 138 10617
9 139 9041
9 140 8680
9 141 2940
9 142 9650
9 143 10526
9 144 6102
9 145 996
9 146 9136
9 147 2002
9 148 4002
9 149 1802
9 150 8429
10 11 4236
10 12 5841
10 13 4456
10 14 11142
10 15 6896
10 16 5690
10 17 9179
10 18 5842
10 19 3886
10 20 10856
10 21 10741
10 22 1219
10 23 10887
10 24 7719
10 25 6794
10 26 1377
10 27 5893
10 28 6971
10 29 6497
10 30 2981
10 31 2827
10 32 9743
10 33 10800
10 34 10640
10 35 5967
10 36 9156
10 37 436
10 38 6394
10 39 9209
10 40 4743
10 41 7190
10 42 7552
10 43 2808
10 44 5839
10 45 3061
10 46 11058
10 47 9611
10 48 9431
10 49 4001
10 50 8117
10 51 2720
10 52 10675
10 53 493
10 54 10429
10 55 1558
10 56 71
10 57 11062
10 58 8493
10 59 8550
10 60 5711
10 61 8011
10 62 8452
10 63 3742
10 64 5582
10 65 11056
10 66 1254
10 67 4782
10 68 8399
10 69 10596
10 70 8606
10 71 648
10 72 3931
10 73 8664
10 74 394
10 75 10997
10 76 5017
10 77 10113
10 78 10165
10 79 7521
10 80 7480
10 81 4201
10 82 3192
10 83 1552
10 84 7547
10 85 4289
10 86 2747
10 87 4912
10 88 187
10 89 4509
10 90 6144
10 91 2496
10 92 6186
10 93 7319
10 94 8070
10 95 2792
10 96 5927
10 97 8946
10 98 8212
10 99 3760
10 100 6096
10 101 8261
10 102 2598
10 103 8812
10 104 4111
10 105 962
10 106 774
10 107 817
10 108 1475
10 109 3020
10 110 2114
10 111 42
10 112 7784
10 113 7391
10 114 9370
10 115 2127
10 116 1733
10 117 10661
10 118 2811
10 119 8833
10 120 2156
10 121 4828
10 122 9558
10 123 9279
10 124 9513
10 125 6664
10 126 5334
10 127 1866
10 128 9962
10 129 6962
10 130 2148
10 131 10322
10 132 190
10 133 6376
10 134 1696
10 135 26
10 136 3024
10 137 10041
10 138 6811
10 139 7854
10 140 3522
10 141 4896
10 142 6810
10 143 7081
10 144 127
10 145 6592
10 146 241
10 147 7295
10 148 5807
10 149 286
10 150 10222
11 12 6366
11 13 4829
11 14 8939
11 15 7841
11 16 4198
11 17 6540
11 18 1934
11 19 4926
11 20 8898
11 21 8307
11 22 975
11 23 548
11 24 4571
11 25 5273
11 26 9378
11 27 2420
11 28 5790
11 29 10083
11 30 4213
11 31 3116
11 32 1195
11 33 10442
11 34 10599
11 35 8324
11 36 3031
11 37 9144
11 38 2477
11 39 2403
11 40 8507
11 41 6752
11 42 4044
11 43 8990
11 44 1632
11 45 3030
11 46 5310
11 47 5410
11 48 3437
11 49 1384
11 50 7250
11 51 10895
11 52 229
11 53 3949
11 54 7905
11 55 8421
11 56 4145
11 57 3465
11 58 6965
11 59 2338
11 60 6719
11 61 3668
11 62 27
11 63 3335
11 64 8116
11 65 9892
11 66 7881
11 67 4840
11 68 7024
11 69 8555
11 70 9607
11 71 3092
11 72 9895
11 73 3892
11 74 488
11 75 8772
11 76 7492
11 77 9238
11 78 4879
11 79 5942
11 80 9968
11 81 1938
11 82 1585
11 83 7108
11 84 4602
11 85 2694
11 86 6257
11 87 1609
11 88 8437
11 89 8332
11 90 195
11 91 4483
11 92 60
11 93 6728
11 94 262
11 95 8934
11 96 6234
11 97 4633
11 98 4229
11 99 10026
11 100 3431
11 101 4292
11 102 7543
11 103 5799
11 104 4707
11 105 9283
11 106 7592
11 107 8684
11 108 4150
11 109 2130
11 110 5978
11 111 4102
11 112 1408
11 113 4848
11 114 9665
11 115 2493
11 116 9930
11 117 8723
11 118 1870
11 119 8773
11 120 5132
11 121 423
11 122 10764
11 123 8782
11 124 11037
11 125 10087
11 126 3046
11 127 3414
11 128 526
11 129 8824
11 130 1636
11 131 7895
11 132 910
11 133 5213
11 134 3076
11 135 2985
11 136 2863
11 137 6915
11 138 5557
11 139 11029
11 140 1967
11 141 1071
11 142 905
11 143 4234
11 144 4377
11 145 5164
11 146 4663
11 147 7495
11 148 9341
11 149 4263
11 150 4794
12 13 8997
12 14 2243
12 15 10266
12 16 9641
12 17 6101
12 18 2407
12 19 497
12 20 8737
12 21 10655
12 22 7262
12 23 3530
12 24 6118
12 25 2982
12 26 10297
12 27 1106
12 28 7520
12 29 10490
12 30 1109
12 31 6198
12 32 8
12 33 1997
12 34 8051
12 35 10801
12 36 5630
12 37 1295
12 38 3206
12 39 6604
12 40 7513
12 41 6964
12 42 2204
12 43 2274
12 44 3060
12 45 9884
12 46 4832
12 47 2039
12 48 3246
12 49 969
12 50 5474
12 51 9830
12 52 2952
12 53 6716
12 54 5930
12 55 1159
12 56 3959
12 57 4665
12 58 7425
12 59 5276
12 60 6459
12 61 10742
12 62 8974
12 63 9495
12 64 7638
12 65 4982
12 66 5793
12 67 2316
12 68 7824
12 69 10192
12 70 3773
12 71 5163
12 72 7776
12 73 6653
12 74 6492
12 75 5896
12 76 6527
12 77 7560
12 78 10397
12 79 2697
12 80 9820
12 81 6473
12 82 7216
12 83 4673
12 84 9745
12 85 2301
12 86 459
12 87 7701
12 88 3513
12 89 6788
12 90 160
12 91 2994
12 92 8792
12 93 5909
12 94 6104
12 95 7981
12 96 8197
12 97 10705
12 98 9295
12 99 3224
12 100 46
12 101 3129
12 102 3171
12 103 3016
12 104 5437
12 105 455
12 106 7621
12 107 2989
12 108 5412
12 109 1291
12 110 4806
12 111 2655
12 112 3425
12 113 330
12 114 3754
12 115 6455
12 116 10751
12 117 9675
12 118 1223
12 119 7454
12 120 1837
12 121 6148
12 122 9201
12 123 5320
12 124 1395
12 125 8347
12 126 7873
12 127 7006
12 128 3350
12 129 1442
12 130 3646
12 131 2497
12 132 8071
12 133 10850
12 134 1860
12 135 9330
12 136 7695
12 137 6045
12 138 6075
12 139 8471
12 140 7742
12 141 5503
12 142 3066
12 143 10272
12 144 9040
12 145 6160
12 146 2436
12 147 7575
12 148 7861
12 149 381
12 150 6545
13 14 1108
13 15 2018
13 16 1666
13 17 343
13 18 9352
13 19 5847
13 20 4470
13 21 5864
13 22 10223
13 23 224
13 24 8526
13 25 10184
13 26 8441
13 27 1098
13 28 3340
13 29 2884
13 30 3104
13 31 2705
13 32 5161
13 33 3433
13 34 11005
13 35 6924
13 36 9367
13 37 3153
13 38 409
13 39 84
13 40 205
13 41 8184
13 42 4247
13 43 3317
13 44 674
13 45 1313
13 46 10017
13 47 6537
13 48 6781
13 49 8337
13 50 7678
13 51 9646
13 52 1557
13 53 3940
13 54 7388
13 55 6411
13 56 8804
13 57 839
13 58 1579
13 59 2573
13 60 609
13 61 5781
13 62 1694
13 63 7574
13 64 7393
13 65 9023
13 66 2303
13 67 3459
13 68 1017
13 69 1023
13 70 4005
13 71 8748
13 72 3368
13 73 9563
13 74 4172
13 75 2028
13 76 9456
13 77 6660
13 78 2310
13 79 4124
13 80 4138
13 81 7195
13 82 6327
13 83 10626
13 84 10851
13 85 4512
13 86 2671
13 87 731
13 88 185
13 89 1041
13 90 10869
13 91 7788
13 92 7786
13 93 1161
13 94 6165
13 95 5901
13 96 789
13 97 9490
13 98 938
13 99 8666
13 100 7253
13 101 6543
13 102 8146
13 103 7888
13 104 3294
13 105 3692
13 106 407
13 107 4161
13 108 1760
13 109 751
13 110 2972
13 111 8572
13 112 6722
13 113 6107
13 114 3903
13 115 151
13 116 4677
13 117 4905
13 118 7698
13 119 5738
13 120 10874
13 121 10683
13 122 4748
13 123 5700
13 124 9623
13 125 8242
13 126 2861
13 127 6683
13 128 883
13 129 2642
13 130 6098
13 131 2488
13 132 10181
13 133 6479
13 134 9250
13 135 807
13 136 405
13 137 249
13 138 3785
13 139 570
13 140 937
13 141 634
13 142 6028
13 143 1288
13 144 6246
13 145 2687
13 146 9276
13 147 3136
13 148 4425
13 149 5871
13 150 6747
14 15 7757
14 16 8089
14 17 11119
14 18 3602
14 19 8052
14 20 3716
14 21 6809
14 22 6577
14 23 10092
14 24 9069
14 25 9057
14 26 744
14 27 10582
14 28 5417
14 29 10419
14 30 8087
14 31 9221
14 32 3333
14 33 4421
14 34 8104
14 35 4146
14 36 4125
14 37 10162
14 38 1966
14 39 9912
14 40 7191
14 41 2764
14 42 6724
14 43 895
14 44 6244
14 45 243
14 46 8733
14 47 2773
14 48 10257
14 49 2
14 50 10483
14 51 10301
14 52 8325
14 53 11121
14 54 10143
14 55 6061
14 56 1530
14 57 9839
14 58 4153
14 59 582
14 60 10418
14 61 10359
14 62 9089
14 63 3561
14 64 2794
14 65 2738
14 66 9802
14 67 10628
14 68 10064
14 69 3755
14 70 2357
14 71 4732
14 72 5925
14 73 4366
14 74 2315
14 75 19
14 76 5785
14 77 2511
14 78 1218
14 79 8853
14 80 2944
14 81 9371
14 82 2240
14 83 308
14 84 10789
14 85 2003
14 86 5118
14 87 10888
14 88 7418
14 89 9970
14 90 1336
14 91 37
14 92 2298
14 93 7094
14 94 7844
14 95 365
14 96 206
14 97 6691
14 98 4714
14 99 6463
14 100 1192
14 101 6093
14 102 7003
14 103 5808
14 104 10812
14 105 4109
14 106 10167
14 107 3849
14 108 4103
14 109 9775
14 110 5494
14 111 7805
14 112 3920
14 113 3169
14 114 6066
14 115 4077
14 116 3638
14 117 4257
14 118 7031
14 119 10287
14 120 2946
14 121 4974
14 122 3308
14 123 1982
14 124 1189
14 125 5827
14 126 6330
14 127 427
14 128 9582
14 129 10472
14 130 6843
14 131 7643
14 132 1651
14 133 442
14 134 7164
14 135 7923
14 136 4031
14 137 2232
14 138 8073
14 139 5305
14 140 3838
14 141 2072
14 142 7822
14 143 8679
14 144 2557
14 145 6042
14 146 3205
14 147 10247
14 148 9261
14 149 2599
14 150 8099
15 16 7868
15 17 4881
15 18 4233
15 19 3871
15 20 4506
15 21 3641
15 22 1670
15 23 3881
15 24 2539
15 25 3815
15 26 2534
15 27 10498
15 28 7249
15 29 8533
15 30 5881
15 31 10965
15 32 1486
15 33 4191
15 34 4784
15 35 3794
15 36 4380
15 37 177
15 38 7038
15 39 1263
15 40 3185
15 41 11035
15 42 2699
