10000 100000
25 1480 69
25 2043 62
25 3226 17
25 3368 1
25 4986 59
25 5770 7
26 91 53
26 2231 41
26 3967 22
26 4474 42
26 5157 56
26 7631 49
26 8245 42
26 9492 29
27 1387 38
27 1644 30
27 3910 50
27 4054 63
27 4263 54
27 5674 33
27 6856 16
27 8407 36
27 8636 48
27 8954 24
27 9033 11
27 9050 58
28 190 35
28 2573 4
28 4191 30
28 5847 40
28 7438 58
28 8621 69
28 8927 33
29 443 6
29 1288 69
29 2093 22
29 2556 52
29 2610 52
29 3718 33
29 5522 44
29 5703 64
29 6421 19
29 6820 24
29 7779 36
29 8597 18
30 1767 32
30 1870 36
30 2982 39
30 3925 25
30 4784 20
30 4948 2
30 5938 40
30 7490 55
30 8376 20
30 8876 34
30 9672 36
31 1515 48
31 1655 40
31 1897 40
31 2383 8
31 3567 10
31 4064 28
31 5220 7
31 5308 42
31 5748 4
31 6178 46
31 6314 34
31 6752 27
31 7078 28
32 522 38
32 1754 1
32 2144 22
32 3389 27
32 3450 64
32 5228 28
32 5867 45
32 9113 67
32 9351 34
33 1601 14
33 1794 62
33 3780 54
33 5101 55
33 5751 33
33 5815 10
33 5864 5
33 6477 37
33 7633 46
33 7708 52
33 7823 7
33 8061 56
33 8580 31
33 9843 17
34 843 54
34 1303 37
34 1638 29
34 2093 29
34 2849 14
34 4527 34
34 7503 55
34 9565 12
34 9984 2
35 1411 26
35 1467 5
35 2259 28
35 3920 21
35 4044 3
35 4415 43
35 4637 58
35 4944 37
35 5492 56
35 7926 50
35 8828 21
35 9894 12
36 308 13
36 591 1
36 865 16
36 1401 21
36 1743 46
36 1781 39
36 3339 27
36 3840 3
36 3922 69
36 4659 14
36 5139 57
36 9386 7
37 3961 43
37 4583 16
37 4644 20
37 5412 47
37 5939 1
37 8376 3
37 9337 19
38 1264 66
38 1837 7
38 4358 17
38 4361 17
38 4774 9
38 5300 60
38 5666 5
38 7297 16
39 1422 17
39 1712 55
39 2226 7
39 3217 29
39 3754 38
39 5802 8
39 6791 15
39 7853 58
39 8111 24
39 8623 53
39 9302 56
40 775 27
40 966 52
40 1122 69
40 1420 14
40 1702 59
40 2980 13
40 3473 29
40 3755 49
40 4543 30
40 5382 69
40 5734 22
40 5775 48
40 7272 65
40 7782 68
40 8861 65
40 9474 53
41 912 48
41 1117 26
41 2342 28
41 2928 63
41 3903 13
41 6469 53
41 6563 1
41 6647 41
41 7184 62
41 7407 8
41 7617 27
41 8636 21
41 9793 2
42 1678 50
42 4496 7
42 5949 28
42 6487 4
42 6724 47
42 8411 41
42 8932 62
43 91 59
43 604 40
43 770 12
43 1219 20
43 1738 10
43 2454 5
43 2696 38
43 4918 46
43 6256 3
43 7050 33
43 8750 69
43 8808 50
43 9520 29
44 1891 27
44 2692 15
44 3188 42
44 4909 51
44 5027 15
44 5899 53
44 6114 43
44 8511 62
44 8787 10
45 1398 63
45 2127 34
45 2494 60
45 2534 41
45 2679 62
45 3444 63
45 4188 18
45 4671 4
45 4844 26
45 4935 7
45 5589 15
45 5949 8
45 7707 66
45 7853 24
45 7887 12
45 8342 35
45 8427 40
45 9577 55
46 1521 38
46 3379 39
46 3584 6
46 4653 67
46 4825 66
46 5933 20
46 5969 39
46 8128 18
46 8382 5
46 9731 62
47 13 60
47 98 37
47 2368 3
47 2703 24
47 3075 2
47 4919 33
47 6906 64
47 7257 63
47 7812 66
47 9520 12
48 527 37
48 620 62
48 2845 59
48 3797 51
48 4949 69
48 5210 55
48 5459 6
48 7680 52
48 9021 60
48 9031 45
49 135 8
49 302 29
49 4564 55
49 4838 13
49 5534 66
49 6561 22
49 6912 33
49 8693 35
50 770 39
50 1587 37
50 3615 27
50 4623 29
50 4979 45
50 7052 69
50 8808 23
50 9497 46
51 116 3
51 508 18
51 754 10
51 1179 68
51 2050 29
51 2144 46
51 2610 31
51 2659 58
51 4773 28
51 5643 31
51 6219 44
51 7444 4
51 7474 53
52 397 34
52 818 19
52 2217 60
52 2619 33
52 3018 4
52 3187 3
52 5065 29
52 6845 25
52 7813 6
52 8808 34
53 620 63
53 885 14
53 1607 32
53 1707 62
53 2560 58
53 3222 2
53 3419 16
53 4854 5
53 5038 5
53 6312 33
53 7381 14
53 8467 43
53 8896 32
54 1081 30
54 1275 5
54 1407 21
54 4613 57
54 6271 6
54 6527 35
54 6705 60
54 6768 29
54 7505 39
54 8941 50
55 1156 19
55 1451 43
55 3446 53
55 3946 61
55 5322 2
55 5411 9
55 5738 38
55 5803 7
55 5825 42
55 7920 51
55 7930 38
55 9611 35
56 394 10
56 1372 10
56 2873 21
56 2881 14
56 3549 14
56 4301 53
56 5493 67
56 6052 57
56 7121 55
56 7556 27
56 9558 32
57 36 46
57 2893 15
57 3280 37
57 3413 51
57 6650 45
57 7260 65
57 7490 61
58 92 25
58 261 54
58 621 34
58 2406 49
58 3150 16
58 5701 6
58 6440 28
58 6997 53
58 7619 12
58 7852 69
58 9206 5
58 9634 20
59 508 34
59 1731 14
59 1925 30
59 2045 54
59 2214 67
59 3088 14
59 3366 8
59 3854 64
59 4628 41
59 6220 34
59 6248 22
59 6770 3
59 7475 50
59 7881 7
59 8083 39
59 8695 3
60 342 51
60 1119 5
60 3532 63
60 3768 47
60 4446 29
60 5715 67
60 6265 26
60 7314 45
60 8622 3
61 1046 53
61 2488 68
61 5087 55
61 6250 23
61 7476 4
61 7567 5
61 8096 28
61 9076 17
62 1276 5
62 1415 52
62 2334 15
62 2582 19
62 3033 31
62 4385 9
62 4958 59
62 9227 64
62 9307 1
62 9483 62
62 9666 15
63 384 7
63 704 2
63 895 17
63 2506 29
63 3204 47
63 4119 50
63 4381 6
63 4489 6
63 4937 47
63 6684 2
63 8235 21
63 8248 50
63 8471 25
63 9497 20
64 1575 35
64 3667 47
64 5437 23
64 5939 10
64 6650 5
64 7328 10
64 8846 55
64 9104 57
64 9890 24
65 318 4
65 1849 58
65 2330 4
65 3342 62
65 4660 52
65 6262 44
65 6506 25
65 8348 37
65 8519 51
65 9762 67
65 9963 25
66 1885 10
66 2082 44
66 2673 5
66 4033 55
66 4150 20
66 5050 52
66 5261 56
66 5329 41
66 6734 3
66 8637 11
66 8909 60
66 9655 8
66 9821 28
67 1208 13
67 1640 57
67 3834 4
67 5656 22
67 6178 42
67 7897 31
67 7963 17
67 8986 45
67 9826 19
68 1758 60
68 1799 9
68 3263 41
68 4882 34
68 6607 4
68 6836 8
68 7725 15
69 577 41
69 1511 3
69 1691 64
69 1885 15
69 2535 8
69 3488 49
69 3931 6
69 4276 30
69 4468 6
69 6713 46
69 7767 3
69 9436 56
70 2670 36
70 3898 10
70 4142 15
70 4673 19
70 8805 37
70 8884 58
70 9792 11
71 560 10
71 871 19
71 1516 67
71 2335 25
71 2356 8
71 3271 57
71 3744 4
71 4171 48
71 4543 62
71 4893 48
71 5100 26
71 5454 47
71 5675 19
71 6198 69
71 6566 42
71 7797 5
71 7904 7
71 8710 61
71 9454 10
71 9596 7
72 484 67
72 864 55
72 2017 9
72 3030 53
72 3289 61
72 4637 58
72 4986 38
72 5810 50
72 6253 25
72 6741 26
72 8045 31
72 9706 5
73 1015 15
73 6808 29
73 9028 1
74 784 22
74 2592 56
74 2661 4
74 3065 40
74 3345 48
74 3755 22
74 5033 37
74 5302 66
74 5422 41
74 5683 36
74 8385 9
74 8567 45
75 2034 42
75 3224 69
75 3231 25
75 3343 19
75 3381 66
75 6441 10
75 6683 27
75 6715 21
75 6883 41
75 9825 55
76 25 58
76 1304 61
76 1861 50
76 2817 15
76 4841 22
76 6332 55
76 7197 69
76 7715 21
76 8449 26
76 9717 22
77 327 8
77 2607 69
77 4432 61
77 5951 26
77 6740 22
77 7182 28
77 7451 22
78 1182 62
78 2107 34
78 5589 30
78 5664 8
78 5731 46
78 6984 1
78 7879 32
79 1907 64
79 3229 66
79 3475 12
79 4168 61
79 4344 57
79 5848 23
79 6477 46
79 7580 46
79 7713 14
79 8505 27
79 9795 31
79 9931 6
80 722 52
80 1460 30
80 1679 27
80 2824 8
80 3093 22
80 3434 5
80 5307 47
80 5433 14
80 8548 30
80 9125 68
80 9617 12
80 9672 23
81 2119 31
81 2683 17
81 3198 52
81 3374 9
81 4378 62
81 4794 23
81 5620 40
81 7273 57
81 7452 20
81 8173 22
81 8579 48
81 9161 47
81 9961 15
82 1922 25
82 3566 23
82 4680 28
82 4939 22
82 5877 24
82 6259 5
82 6525 4
82 8102 25
82 8374 2
83 1791 51
83 2335 46
83 4638 6
83 5370 28
83 5766 30
83 6130 6
83 7141 67
83 8510 42
83 8777 28
83 8965 28
83 9416 58
84 203 51
84 825 37
84 1236 50
84 2223 4
84 2512 47
84 6309 8
84 9167 63
84 9293 40
84 9934 56
85 55 41
85 243 54
85 1238 51
85 2403 34
85 3152 53
85 3354 3
85 3504 58
85 4086 57
85 4198 46
85 5690 13
85 5893 58
85 6364 67
85 6763 58
85 8482 34
85 8754 65
85 9401 19
85 9421 39
86 430 62
86 1513 31
86 1711 67
86 2677 61
86 2972 59
86 4306 19
86 6169 68
86 6242 10
86 7172 22
86 7258 16
86 8633 58
86 8998 16
86 9312 55
86 9341 44
87 1622 27
87 2900 40
87 3102 25
87 3339 60
87 3995 23
87 4413 67
87 5063 19
87 6437 50
87 6932 14
87 8459 2
87 9156 9
87 9173 11
88 709 31
88 2212 42
88 2772 6
88 3155 20
88 3946 51
88 4166 68
88 4502 21
88 5054 48
88 5204 30
88 6804 10
88 7229 66
88 8904 28
88 8981 59
88 9860 59
89 402 43
89 1778 47
89 2683 45
89 3060 29
89 3862 61
89 4043 2
89 4782 39
89 4925 56
89 5184 32
89 7533 32
89 8580 53
89 9747 51
90 1440 52
90 2209 66
90 2628 52
90 2841 60
90 2863 47
90 3861 53
90 3929 3
90 7798 53
90 8313 3
91 2155 53
91 5783 51
91 9280 23
92 970 3
92 1066 51
92 2223 3
92 5967 39
92 5984 9
92 7284 62
93 143 28
93 2033 51
93 3472 10
93 4391 43
93 5153 50
93 7238 2
94 403 44
94 525 59
94 642 57
94 857 7
94 979 61
94 1389 12
94 1465 28
94 2442 43
94 2465 48
94 3012 50
94 3307 33
94 4570 26
94 5987 34
94 6532 6
94 7293 9
94 8117 36
95 26 59
95 48 30
95 544 30
95 918 32
95 1949 11
95 3603 32
95 3968 1
95 6123 19
95 6276 64
95 6700 69
95 6727 40
95 6786 5
95 9276 42
96 96 61
96 1291 6
96 2940 57
96 3499 21
96 4474 33
96 4666 34
96 5277 13
96 6540 44
96 6946 61
96 7208 55
96 8702 23
97 5 12
97 243 59
97 2820 48
97 2850 45
97 3502 64
97 3855 27
97 5400 52
97 6327 24
97 6952 56
97 6988 12
97 7328 55
97 7965 37
97 8385 43
97 8886 27
97 9022 26
98 1058 9
98 2398 26
98 4166 36
98 5270 13
98 6694 38
98 7356 67
98 8116 58
98 8159 65
98 8400 19
99 896 21
99 1385 29
99 1514 31
99 3041 65
99 3069 60
99 3537 56
99 4438 58
99 5066 3
99 5187 45
99 6853 7
99 8823 47
99 9301 40
100 149 33
100 2126 69
100 3511 34
100 7596 59
101 1600 11
101 2014 20
101 3187 26
101 5953 25
101 6338 46
101 7919 22
101 9232 33
102 68 42
102 120 57
102 1738 45
102 3554 50
102 6270 55
102 6365 4
102 6389 46
102 6501 4
102 8369 24
102 8830 45
102 8911 5
102 9377 59
103 1991 36
103 2883 60
103 3050 47
103 4450 38
103 4898 7
103 7519 24
103 8004 55
104 459 17
104 2001 56
104 2958 55
104 4132 50
104 4278 16
104 5704 65
104 6318 40
104 8876 12
105 1307 60
105 1393 16
105 1751 33
105 3971 23
105 4367 28
105 4827 21
105 5206 38
105 6092 9
105 6841 46
106 211 41
106 1057 25
106 1512 20
106 1904 36
106 5538 69
106 7025 24
106 7040 25
106 9081 35
107 2089 54
107 4174 43
107 5133 43
107 5705 31
107 6823 66
107 7413 29
107 8716 47
107 9139 24
107 9142 14
107 9195 68
107 9603 39
107 9660 49
108 1581 38
108 2847 22
108 3322 40
108 3500 25
108 4471 54
108 4636 33
108 7441 52
108 8303 45
109 1786 2
109 1794 31
109 4070 61
109 4574 13
109 8062 55
109 8294 11
109 8657 48
109 9831 26
110 439 5
110 1115 44
110 2423 60
110 3253 30
110 3698 17
110 6960 5
110 7549 60
110 9528 53
111 1189 33
111 1647 9
111 2927 7
111 5034 46
111 5071 7
111 5650 17
111 7620 25
111 8784 15
111 9110 38
112 828 35
112 846 39
112 3111 62
112 3115 68
112 5559 62
112 6054 9
112 6770 40
112 8359 63
112 9303 69
112 9386 52
113 895 20
113 2666 11
113 3422 2
113 6751 45
113 6917 55
114 2019 45
114 3995 6
114 5349 15
114 6031 32
114 6973 10
114 7102 46
114 7371 15
114 7455 42
114 9058 25
115 63 22
115 1636 58
115 2070 2
115 2116 9
115 2600 54
115 4483 16
115 5344 17
115 6119 19
115 6854 26
115 7631 9
115 7662 17
115 8738 58
115 9888 17
116 497 27
116 1447 51
116 3031 57
116 3558 10
116 4190 1
116 4762 67
116 4943 51
116 8413 45
116 9013 23
116 9102 66
117 95 22
117 1354 9
117 4674 28
117 6477 31
117 7457 54
117 8378 13
118 234 44
118 503 9
118 1048 34
118 1367 32
118 1797 50
118 2962 13
118 4911 16
118 6218 65
118 8113 29
118 8166 6
118 8673 61
118 9129 38
118 9334 62
119 253 49
119 2208 25
119 4432 20
119 5548 31
119 5982 12
119 6908 69
119 9227 2
119 9813 49
119 9855 50
120 183 18
120 418 43
120 2420 46
120 4267 39
120 4888 51
120 5298 44
120 5569 69
120 6128 6
120 7514 56
121 737 43
121 757 14
121 2026 61
121 5178 46
121 5775 34
121 6446 4
121 6529 32
121 7242 29
121 7907 4
121 9125 8
121 9237 61
121 9515 12
122 810 1
122 1544 40
122 4950 7
122 6970 60
122 8585 41
123 661 19
123 3048 59
123 3188 43
123 3744 38
123 4975 10
123 5186 60
123 5777 11
123 6087 26
123 6745 29
123 8769 61
123 9275 69
123 9553 68
123 9878 66
124 189 26
124 1055 13
124 1463 50
124 1576 17
124 2223 29
124 3779 14
124 3960 61
124 6533 60
124 6688 14
124 8089 64
124 8233 68
125 250 45
125 376 46
125 566 39
125 871 15
125 964 52
125 1960 29
125 2443 27
125 3442 41
125 6362 58
125 8419 69
125 9096 10
126 1049 67
126 2207 30
126 2377 20
126 2890 23
126 3438 29
126 3510 52
126 5088 62
126 5135 27
126 5476 19
126 5794 18
126 6450 10
126 6984 40
126 8048 6
126 9194 38
127 718 24
127 892 66
127 1819 69
127 1981 8
127 3305 31
127 6645 38
127 7412 52
127 8071 47
127 8726 7
127 8946 38
128 447 29
128 496 6
128 932 64
128 1265 1
128 1654 63
128 2507 63
128 3767 10
128 4697 31
128 5751 63
128 5820 69
128 6913 24
129 1136 22
129 1592 22
129 1915 56
129 2992 19
129 4423 12
129 4533 4
129 6716 29
129 7678 51
130 1961 49
130 2155 37
130 2711 5
130 3016 16
130 3062 7
130 3298 13
130 4528 17
130 5308 44
130 6968 64
130 8643 63
130 8975 21
130 9401 32
130 9725 23
131 353 66
131 2468 66
131 8621 23
131 8755 30
131 9895 30
132 1938 3
132 2295 60
132 2681 23
132 3360 42
132 4551 54
132 5451 15
132 7128 64
132 7752 40
132 8332 34
133 1205 46
133 1694 44
133 2117 33
133 2175 27
133 4225 63
133 5355 69
133 5631 31
134 266 10
134 1027 7
134 1544 14
134 2334 26
134 2727 21
134 2812 49
134 3504 20
134 4627 13
134 4648 51
134 5300 13
134 5912 9
134 7688 48
134 7690 6
134 8079 39
134 8283 8
135 2267 8
135 5556 29
135 5973 2
135 6887 20
135 8157 54
135 8271 16
136 3009 54
136 3322 24
136 3334 49
136 3383 30
136 3517 38
136 3639 52
136 9003 56
137 380 32
137 411 52
137 3659 58
137 4887 41
137 5061 29
137 6189 42
137 7950 37
137 9254 20
138 495 21
138 1086 27
138 1304 32
138 1609 3
138 3711 39
138 4294 41
138 4300 21
138 4893 44
138 5241 10
138 5619 68
138 6538 22
138 8675 9
138 9018 69
139 1865 42
139 4523 62
139 6238 16
139 7060 26
139 8653 57
139 8681 35
139 9497 56
140 1158 25
140 3333 18
140 3767 13
140 4087 56
140 5552 40
140 5553 1
140 6674 67
140 8636 39
140 9628 43
141 441 35
141 952 58
141 2650 34
141 3410 61
141 3492 61
141 4716 7
141 4979 2
141 5388 3
141 5560 27
141 7314 45
142 1037 52
142 2666 26
142 2858 38
142 3349 60
142 3715 65
142 4025 10
142 4156 24
142 4509 11
142 5169 35
142 5350 11
142 5758 17
142 6953 61
142 7027 6
142 8114 34
142 8711 5
142 9226 62
143 1304 44
143 2703 5
143 3555 59
143 3733 13
143 6677 18
143 8555 64
143 8613 41
143 8999 52
144 36 27
144 152 3
144 2656 58
144 3299 68
144 3347 5
144 3509 56
144 4278 14
144 5586 56
144 8041 12
144 8617 51
144 8860 18
145 1117 47
145 1119 60
145 1737 12
145 1922 58
145 2005 66
145 2676 62
145 2721 45
145 2724 57
145 4282 67
145 5562 49
145 6006 32
145 9166 59
145 9471 23
146 163 8
146 413 20
146 2510 6
146 3097 25
146 3966 54
146 5556 17
146 6258 47
146 7325 51
146 7438 20
146 8441 36
147 2744 49
147 2912 24
147 3422 22
147 4594 63
147 4965 51
147 5244 4
147 7656 44
147 9651 68
147 9948 50
148 579 6
148 655 10
148 1399 9
148 3019 2
148 6636 42
148 6962 24
148 8079 29
148 8222 39
149 983 3
149 1044 61
149 2370 69
149 2934 25
149 3731 68
149 5760 59
149 6989 30
149 7627 63
149 8883 14
150 470 18
150 1047 41
150 1618 65
150 3796 37
150 3844 7
150 3907 44
150 4197 31
150 4451 68
150 5931 8
150 6050 12
150 6489 42
150 7378 23
150 8649 50
151 2443 62
151 2843 28
151 3013 30
151 3146 42
151 5087 29
151 5173 2
151 5634 65
151 5889 28
151 6141 12
151 8849 68
151 8944 19
151 9229 11
151 9866 63
152 592 57
152 1123 69
152 1340 64
152 1545 51
152 2030 53
152 2104 12
152 3133 22
152 3383 48
152 4174 48
152 6325 68
152 7147 63
152 7315 49
152 7491 37
152 9011 1
153 17 32
153 254 9
153 359 23
153 824 12
153 2090 41
153 2357 50
153 3264 13
153 3282 13
153 3418 49
153 3660 54
153 4115 9
153 6380 48
153 6466 65
153 7941 47
153 8374 37
153 8900 46
154 862 40
154 1088 25
154 1541 16
154 1768 34
154 3018 46
154 3192 69
154 3242 45
154 3717 67
154 3830 47
154 3923 63
154 3942 36
154 6498 40
154 7954 14
154 9901 3
155 1518 12
155 1925 45
155 2707 11
155 3017 5
155 3518 27
155 4626 51
155 4848 26
155 5024 10
155 6958 35
155 7326 5
155 8968 64
156 649 43
156 907 23
156 1528 59
156 3852 20
156 3973 60
156 4187 7
156 4755 30
156 5714 15
156 7342 22
156 7597 64
157 746 60
157 1551 21
157 1608 10
157 2461 28
157 2865 68
157 3829 4
157 5701 63
157 9245 9
158 156 17
158 1286 65
158 1350 60
158 1443 32
158 2345 46
158 4410 65
158 4961 58
158 6410 67
158 6710 21
158 7741 68
158 8998 32
158 9321 65
159 389 33
159 848 45
159 5615 19
159 6806 62
159 8301 35
159 9563 9
160 3004 68
160 6071 65
160 7713 63
160 7841 21
160 9784 30
161 532 53
161 4912 41
161 6954 39
161 9238 51
162 1020 10
162 1312 42
162 3866 44
162 4714 19
162 5041 29
162 6271 10
162 6548 9
162 9057 60
163 52 26
163 1998 44
163 5172 20
163 5379 63
163 8088 64
163 9662 58
164 3 66
164 263 60
164 1169 21
164 2285 41
164 4285 49
164 4302 13
164 4905 47
164 6286 57
164 7302 12
164 7797 42
164 8666 21
165 381 32
165 1964 2
165 4275 4
165 4700 43
165 5361 40
165 5922 25
165 6464 53
165 6548 53
165 6939 68
165 7097 42
165 8303 12
165 9717 48
166 841 50
166 1157 43
166 2357 4
166 3137 25
166 4494 62
166 5109 37
166 6124 59
166 6366 21
166 8608 33
166 8752 20
166 9906 41
166 9943 45
167 2312 68
167 4589 24
167 5260 22
167 5284 26
167 5639 35
167 6751 34
167 7105 46
167 7593 37
167 7688 6
167 8009 20
167 9640 11
168 1461 16
168 2815 44
168 3436 34
168 4725 68
168 8434 13
168 8697 6
168 9446 51
168 9589 60
169 602 55
169 1735 64
169 5517 34
169 5655 50
169 6759 27
169 8318 2
169 8519 11
169 9263 47
169 9602 5
170 1313 30
170 3697 18
170 4061 49
170 5756 29
170 5837 41
170 6683 1
170 7237 54
170 7815 47
170 9459 34
170 9770 2
171 1522 54
171 1616 10
171 1642 21
171 2386 64
171 3604 26
171 4629 65
171 5778 28
171 5801 64
171 6326 48
171 7204 33
171 8302 16
171 9025 10
171 9853 59
172 1348 10
172 1433 43
172 3021 10
172 3469 36
172 6422 15
172 9907 20
173 1321 53
173 4246 60
173 5294 21
173 5384 41
173 6168 39
173 6619 49
173 7440 53
173 7654 11
173 9057 4
173 9326 30
173 9514 15
174 707 5
174 786 14
174 1107 25
174 1237 66
174 1485 49
174 2523 50
174 3142 32
174 3562 47
174 4363 44
174 4759 10
174 5233 51
174 6375 31
174 7107 19
174 7270 11
174 7598 40
174 9602 33
175 958 60
175 1357 47
175 2502 18
175 3003 51
175 3073 30
175 3407 8
175 3703 2
175 5290 42
175 6272 18
175 6744 50
175 7389 25
175 8049 28
175 8246 24
175 9576 25
176 206 42
176 3485 69
176 4785 9
176 5185 66
176 5677 65
176 5970 57
176 7197 17
176 7410 27
176 8144 6
177 7 32
177 99 7
177 238 56
177 633 62
177 2029 66
177 4649 37
177 5313 3
177 5365 29
177 6641 27
177 8295 49
177 8497 17
177 9247 8
177 9951 50
177 9983 65
178 1449 9
178 1596 22
178 1962 53
178 4431 29
178 5079 46
178 5232 11
178 6414 53
178 6790 41
178 6973 23
178 7018 52
178 8151 49
178 8214 60
178 8516 18
179 1739 8
179 3140 7
179 3864 15
179 3966 13
179 4455 9
179 5288 21
179 8617 39
180 433 1
180 685 17
180 960 6
180 1443 44
180 1568 16
180 1968 3
180 2758 23
180 2802 4
180 3963 11
180 5500 3
180 6751 39
180 7432 59
180 8341 64
180 8744 22
180 9775 59
181 718 11
181 2352 3
181 2502 42
181 5647 51
181 7195 25
181 9064 64
181 9421 31
181 9658 15
182 375 52
182 997 38
182 998 62
182 1805 66
182 1837 50
182 2036 1
182 3881 17
182 5874 59
182 5995 42
182 7370 5
182 7822 64
183 143 16
183 268 60
183 2675 66
183 4490 9
183 4822 63
183 5085 47
183 6459 52
183 6592 32
183 6821 8
183 7760 46
183 7915 53
183 8274 66
183 8499 57
184 1328 55
184 3823 9
184 3951 38
184 4817 51
184 7775 43
184 8508 39
184 8954 65
184 9510 25
185 1842 7
185 2158 28
185 3557 21
185 3940 27
185 4738 29
185 4775 8
185 5653 16
185 6610 41
185 7129 52
185 9212 50
186 180 56
186 786 43
186 2287 18
186 2516 64
186 3637 7
186 3782 35
186 5068 17
186 5530 39
186 5554 42
186 6483 63
186 6640 62
186 7780 38
186 8235 21
186 9308 19
187 1921 17
187 3325 29
187 4833 40
187 7473 59
187 8055 68
187 9095 6
187 9176 14
188 1533 5
188 2191 34
188 2199 5
188 4504 3
188 5289 33
188 5983 53
188 6603 58
188 7815 4
188 8351 6
188 9503 10
189 732 30
189 978 48
189 2064 67
189 2296 64
189 2394 26
189 2515 32
189 3137 12
189 3253 35
189 3988 45
189 4320 45
189 4759 27
189 6734 53
189 6877 65
189 7073 16
189 8578 1
189 9692 24
190 1292 55
190 1888 59
190 3723 22
190 3870 61
190 5353 44
190 5750 67
190 6073 65
190 6395 19
190 7861 40
190 7940 28
190 8510 42
190 8662 28
190 9815 31
191 103 48
191 1235 8
191 1466 31
191 1656 66
191 3478 5
191 3796 25
191 5884 22
191 6285 37
191 6601 7
191 6837 56
191 8075 52
191 8551 51
192 1337 54
192 1807 35
192 3774 46
192 4202 40
192 4254 35
192 6429 41
192 7921 66
192 8534 65
192 9600 62
193 681 28
193 1407 10
193 1452 30
193 2421 23
193 3506 28
193 5137 69
193 6414 50
193 6692 41
193 8071 68
193 9014 51
193 9868 59
194 523 6
194 1073 52
194 5136 55
194 5832 11
194 5900 7
194 6341 48
194 6494 18
194 8196 54
194 9086 5
194 9341 69
194 9572 35
194 9622 29
195 43 34
195 791 52
195 3466 40
195 6283 40
195 6657 23
195 7088 36
196 523 6
196 790 15
196 1419 34
196 1962 15
196 2457 16
196 3146 56
196 4889 13
196 5830 15
196 6721 7
