10000 100000
38 8117 54990
38 8689 23127
39 2203 103292
39 4030 28573
39 5747 92877
39 5943 41569
39 6434 73737
39 7926 92202
39 8191 60552
39 9055 45958
40 127 26584
40 1878 96578
40 2297 117922
40 2497 77567
40 3056 115936
40 3651 54379
40 3888 88623
40 4085 28569
40 4735 55863
40 7579 23463
40 7592 26108
40 8554 60412
40 8831 94840
40 8979 95287
40 9509 32284
40 9564 44744
40 9632 95375
41 864 65289
41 2872 12436
41 4755 67707
41 5508 76654
41 5636 67425
41 7171 90833
41 8722 96297
42 178 95997
42 211 100061
42 457 54217
42 2999 86085
42 3210 108615
42 5077 114769
42 5612 12042
42 5940 51550
42 6177 7698
42 9310 46315
42 9733 9116
43 3355 3634
43 3869 17046
43 3978 97739
43 4942 32202
43 5350 72908
43 6151 37553
43 6880 94662
43 7375 13319
43 7428 12392
43 7695 106300
43 8808 45602
43 9487 57136
44 501 81674
44 1057 27242
44 2231 105923
44 3671 65732
44 4479 103895
44 4692 53347
44 4854 72916
44 7274 116544
44 7307 65695
44 7381 52977
44 7955 50760
44 9597 31779
45 772 77943
45 6604 45528
45 7310 80173
45 7344 9492
45 9053 53226
45 9261 42839
45 9353 18608
46 1628 93211
46 1750 59884
46 1801 32698
46 2310 5412
46 2661 12791
46 2985 70250
46 5544 16425
46 5712 62462
46 5965 118994
46 8546 2724
46 8763 24415
46 8883 92481
46 9009 750
47 1329 51657
47 1932 78403
47 4294 66481
47 4417 71903
47 6381 11749
47 6568 55749
47 7130 68446
47 8742 77443
48 972 25077
48 1798 119206
48 3021 25573
48 3253 103019
48 3577 81085
48 3992 105745
48 4559 112510
48 6878 50662
48 7351 64936
48 8891 47469
48 9558 23872
48 9630 4819
49 391 80166
49 2003 65636
49 2076 53962
49 3553 30416
49 4256 82060
49 7480 32775
49 8137 29409
49 8606 1136
49 9275 93541
50 185 1889
50 1545 1885
50 2163 61549
50 2970 116643
50 4201 104717
50 7475 49804
50 8960 8391
50 9833 76817
50 9879 118249
51 177 2185
51 945 101893
51 4161 33806
51 4275 27757
51 4779 84911
51 4782 31243
51 4862 49854
51 6697 77421
51 6894 81904
51 7569 31141
51 8193 4889
52 2697 105776
52 3033 35959
52 4717 1407
52 5059 87763
52 7368 6272
52 7667 68174
53 922 86174
53 2482 75398
53 3332 97582
53 3775 87309
53 4889 48939
53 6463 15822
53 8441 5545
53 8562 110487
54 696 12464
54 739 26614
54 1320 40290
54 1736 57206
54 2143 103430
54 3473 74891
54 3848 95742
54 5326 85323
54 5960 25048
54 8704 3498
54 9248 50233
55 1606 56290
55 1886 89703
55 3205 44005
55 3209 18194
55 3323 843
55 3479 85246
55 5401 40321
55 6067 73154
55 6434 86652
55 8954 8083
55 9077 115777
55 9132 34825
55 9868 94256
56 302 71175
56 688 48758
56 3653 97917
56 3684 113
56 3801 100931
56 4566 103461
56 5561 26951
57 622 29746
57 2409 46426
57 2764 103593
57 2887 3303
57 3175 29856
57 3868 94835
57 6668 99044
57 7037 31530
57 7671 119882
57 8316 18893
57 9417 118114
58 566 56172
58 978 24948
58 980 42119
58 1202 110717
58 2468 25790
58 3083 43716
58 3713 31037
58 4047 15295
58 4905 46719
58 5130 75471
58 6781 11072
58 7922 117895
58 8643 86078
58 9330 82246
58 9440 83004
59 1648 63994
59 2891 118710
59 3791 63934
59 4328 83807
59 7550 62012
59 7779 10031
59 8757 10232
59 8761 81956
60 1317 13333
60 2957 40087
60 3228 56790
60 3244 28728
60 3584 71616
60 3945 56672
60 6344 47620
60 6392 69730
60 6711 29195
60 9068 72567
60 9834 28200
61 131 56263
61 294 14709
61 721 108267
61 1716 3651
61 2161 66355
61 2756 34985
61 3463 79121
61 5532 77426
61 6517 32879
61 7013 81550
61 9035 76023
61 9252 115882
61 9807 25544
62 254 111084
62 2108 96167
62 2343 25702
62 5542 53096
62 7709 106197
62 7878 35933
62 9984 15051
63 2159 35881
63 5807 112372
63 7943 108193
63 9535 100960
64 402 100339
64 1089 44864
64 2051 64931
64 2451 86420
64 3710 110410
64 4605 17498
64 5421 30971
64 6666 83024
64 6809 68558
64 7388 19237
64 7582 86674
64 7721 14912
64 7862 54221
64 8640 82146
64 8820 8690
64 8844 3451
64 9525 43695
65 132 84712
65 1122 119332
65 1813 105590
65 3703 75796
65 4410 95498
65 4504 11291
65 4564 45243
65 9222 118046
66 3220 47224
66 3392 60293
66 4914 70278
66 5059 75947
66 6624 48485
66 7789 51237
66 7858 56285
66 8033 9700
66 9235 116168
66 9780 59057
67 2262 36461
67 3057 50017
67 4574 90027
67 5415 119484
67 5565 34926
67 6810 109264
67 7420 86157
67 7612 49837
68 414 79836
68 489 48302
68 3782 58526
68 5024 83287
68 5572 8349
68 6991 59590
68 7738 118970
68 9682 113938
69 705 15385
69 1504 94468
69 2018 5229
69 6511 60627
69 6963 8865
69 7368 88804
69 8035 37271
69 8849 115495
69 9439 44750
70 2979 85756
70 4284 83083
70 6493 17386
70 9556 11807
71 2591 79250
71 2949 112794
71 3631 48268
71 4640 45618
71 5592 82821
71 6639 84103
71 7749 80543
71 8006 108436
71 8455 50260
71 9187 46732
72 229 104623
72 1937 14913
72 3413 105257
72 3429 67909
72 4098 23261
72 4243 44846
72 4800 66879
72 5519 53551
72 5523 96582
72 7286 77698
72 8842 58779
73 914 73560
73 1035 2914
73 1541 63934
73 1543 110831
73 1587 118408
73 1803 25035
73 4839 112938
73 7513 81491
73 7541 78772
73 7946 4744
73 8020 77092
73 9522 71566
73 9588 89363
74 2147 39062
74 6361 70738
74 8186 89818
74 9711 119604
75 341 59173
75 979 20077
75 1187 82687
75 6289 80147
75 7799 71341
75 7953 67944
75 8198 28056
76 723 10954
76 2667 29141
76 3519 11286
76 4915 64504
76 5005 42075
76 7565 5335
76 9138 39634
77 76 115634
77 389 8248
77 653 19919
77 1564 106464
77 2225 43008
77 4748 44953
77 4901 15753
77 5527 40850
77 7006 3724
77 7673 56849
77 8783 117941
78 435 111641
78 1662 62563
78 1734 73354
78 2531 62378
78 3063 32380
78 3141 109310
78 3933 37902
78 4705 88808
78 5541 71996
78 6333 118049
78 8133 40149
78 9362 56291
78 9615 62456
79 1386 87454
79 1627 85432
79 3067 73741
79 3715 68309
79 4933 43858
79 5201 115427
79 6204 107942
79 8062 39491
79 8437 3674
80 219 7860
80 5702 62307
80 5960 83033
80 7660 89164
80 8197 78059
81 503 3882
81 757 92887
81 1535 51259
81 1757 38175
81 2222 880
81 2900 113822
81 3227 111528
81 5951 63257
81 6883 26201
81 7759 100837
81 7868 17511
81 8826 115009
81 9007 52833
81 9864 15559
82 1139 71509
82 2448 109123
82 2740 78014
82 2769 38962
82 2861 110906
82 4544 68106
82 4758 23622
82 6188 34763
82 6668 63532
82 7113 11563
82 7992 110606
82 8254 103557
82 8811 55774
82 8832 52912
82 9211 66590
83 871 24937
83 2069 47322
83 2110 70471
83 2737 34175
83 3490 98581
83 6308 24997
83 6740 35054
84 152 8754
84 337 16525
84 1059 14663
84 1122 34954
84 1745 117361
84 5419 32173
84 5847 66314
84 5918 86545
84 6270 84083
84 7946 17822
84 8122 112020
84 9215 78448
85 683 93135
85 1055 102925
85 1085 26553
85 1165 116756
85 2163 54040
85 3653 6436
85 3888 44670
85 3948 44645
85 4758 109992
85 5125 16795
85 5613 13908
85 8116 92933
85 9339 78083
86 625 61229
86 877 79756
86 2085 112258
86 2969 76161
86 3165 104752
86 3414 63663
86 3428 84914
86 3926 1276
86 4293 114677
86 4458 36220
86 5623 34989
86 6596 63201
86 9034 102533
87 92 1533
87 402 27283
87 964 36707
87 1022 113552
87 1115 105730
87 1146 9841
87 1703 12829
87 2850 48634
87 2939 42949
87 3263 66868
87 3551 55069
87 5542 3970
87 8207 111512
87 8709 81413
88 4221 20765
88 5032 5419
88 5320 54345
88 6913 98847
88 8186 102999
88 8281 50452
89 2627 7456
89 3244 59160
89 3791 35204
89 5655 107471
89 6032 60425
90 656 36479
90 1458 102147
90 3426 12996
90 3628 71467
90 3728 45348
90 5378 115529
90 5783 109352
90 6472 72630
90 8280 32235
91 947 102903
91 1326 94712
91 2522 78427
91 6636 115731
91 8120 23345
91 8337 37727
91 8844 98950
91 9608 114766
91 9716 41697
92 287 90461
92 440 112530
92 779 62461
92 3082 12231
92 3308 83226
92 3946 77659
92 7924 115230
92 8174 13678
93 181 85115
93 428 90741
93 2256 48881
93 2377 72585
93 4570 67517
93 5713 85359
93 6983 54731
93 7199 80513
93 8423 73178
93 8492 16430
94 246 112393
94 2037 98881
94 2280 89060
94 2858 60979
94 5243 81783
94 5387 100123
94 8004 55757
94 8217 113866
94 8389 39819
94 9032 93484
95 82 9167
95 2706 34584
95 2899 15180
95 3487 99628
95 3791 63465
95 5116 113992
95 5914 28210
95 6916 26691
95 8700 71650
96 1406 59791
96 1839 40368
96 4455 36764
96 5030 66883
96 5822 5600
96 6640 25700
96 8434 14400
96 8530 7310
97 175 80431
97 1238 11264
97 1379 116839
97 2742 96860
97 5226 3656
97 6961 95719
97 7359 102271
97 7984 64634
97 8135 57502
97 8575 118745
97 9112 390
97 9345 87719
98 981 38564
98 2193 10225
98 3565 96885
98 3679 109499
98 3990 61756
98 5020 112864
98 6062 52964
98 6785 55747
98 8844 57426
99 1569 116006
99 1966 43749
99 2968 117216
99 5635 72725
99 7194 116864
99 7459 64099
99 7507 78324
99 7750 22564
99 7997 114850
100 564 85633
100 740 19346
100 953 6113
100 1225 82472
100 1546 116205
100 1873 46120
100 2782 58190
100 2841 14828
100 3805 110753
100 4399 32043
100 5237 13572
100 8448 27494
100 8540 36113
101 941 52135
101 2406 74071
101 2442 49350
101 2794 77986
101 4843 15826
101 5051 42213
101 6493 10949
101 6765 107925
101 7835 15990
101 9532 6954
101 9656 31673
102 792 13206
102 2440 79678
102 3030 64888
102 3251 113656
102 4259 74353
102 4283 87451
102 4799 108505
102 5830 39985
102 6727 106796
102 9697 114617
103 583 38808
103 1379 19353
103 1633 40736
103 3176 13350
103 3417 70532
103 4473 67840
103 4849 45392
103 7846 84103
103 7948 11685
103 8221 117857
104 4105 52590
104 6339 2107
104 7524 47206
105 2115 10575
105 2618 17933
105 3212 5770
105 3646 57875
105 4110 42209
105 4570 21760
105 6371 101180
105 7364 110233
105 7897 71317
105 8167 60857
105 8545 55120
105 9683 64972
106 1028 15209
106 4474 22571
106 5185 53476
106 5253 91545
106 6106 45718
106 8719 84444
107 1896 10353
107 3730 101422
107 6625 5179
107 7996 60054
107 8159 51953
107 8464 109370
107 8898 105445
107 9296 52408
108 1435 37406
108 5358 19653
108 5735 21349
108 6371 39513
108 6877 66858
108 6915 31923
108 8930 93797
108 9853 108980
109 259 6149
109 390 16005
109 417 10739
109 445 107328
109 552 6237
109 1869 82055
109 2237 84536
109 2390 97708
109 5555 27026
109 6907 99744
109 7915 278
109 8472 80501
109 9113 107640
109 9491 82348
110 510 44944
110 566 34344
110 1127 63769
110 2509 86474
110 3152 94397
110 3761 115722
110 3827 112195
110 3966 116194
110 4376 48129
110 4593 65952
110 5482 15846
110 6107 69477
110 7793 21816
110 8002 82704
110 8793 17751
110 9614 115612
111 2303 71683
111 3046 60251
111 4036 47968
111 4553 118773
111 5775 47578
111 5980 90556
111 6263 117179
111 7824 12113
111 8464 68264
111 9493 24204
112 106 28208
112 1793 104893
112 2140 21056
112 2310 15847
112 2793 67240
112 2996 102351
112 4728 86543
112 4943 11009
112 5847 105176
112 5900 60939
112 8783 43082
113 1995 97370
113 2691 57132
113 2983 7562
113 4502 79673
113 6369 109330
113 6873 113390
113 7677 101489
113 7744 108385
113 7990 47492
114 833 97100
114 1019 96419
114 1088 107742
114 2915 61420
114 3540 95191
114 5037 35319
114 5042 31975
114 6753 92369
114 6764 83783
114 7329 100238
114 7533 32924
114 8989 28342
114 9039 85131
115 585 53979
115 1967 80540
115 4805 32370
115 5256 72681
115 6581 47082
115 7761 79730
115 9180 57856
115 9862 108021
116 383 2811
116 708 71577
116 2231 81504
116 3840 46724
116 5637 31249
116 7996 70833
117 780 40113
117 836 12737
117 2439 95569
117 3791 87604
117 4751 26189
117 6015 71987
117 8024 75345
117 9730 87608
117 9973 47177
118 32 27015
118 76 119582
118 324 55897
118 497 27149
118 568 99820
118 1955 88820
118 2428 55490
118 3026 101302
118 7139 59150
118 8186 16030
118 8642 50023
119 645 48182
119 1038 63111
119 2981 9753
119 3830 106037
119 4455 87483
119 4746 48915
119 5272 93965
119 6298 85339
119 7775 95639
119 9397 5214
120 3859 72523
120 5562 52103
120 5629 17950
120 6200 48092
120 6712 19707
120 6718 80490
120 7268 78
120 7887 11403
120 9141 48097
120 9417 83607
120 9631 74770
121 815 47679
121 1051 19503
121 1249 101918
121 1301 63850
121 1469 24675
121 3235 73760
121 3541 45151
121 5155 176
121 5300 89789
121 7512 95173
121 9108 48358
122 1963 69251
122 2507 21277
122 2992 70746
122 3521 73086
122 3925 70192
122 6537 44711
122 6550 38424
122 8343 82182
122 8372 49924
122 8389 27298
122 8739 14284
122 9846 104225
123 475 75389
123 766 70342
123 928 64715
123 1776 111819
123 5050 81745
123 6469 29163
123 8598 75425
123 9731 36514
123 9873 76841
124 697 11279
124 1352 54783
124 2724 57042
124 3510 72305
124 5292 8542
124 5377 102192
124 6220 72481
124 6874 14682
124 6977 113717
124 7371 37190
124 8083 83933
124 8746 14993
124 8985 24287
124 9736 37018
125 442 85184
125 3658 68997
125 4430 111793
125 7363 83717
125 8128 35272
125 8291 55442
125 8490 98001
125 8525 55849
125 9992 10831
126 822 84694
126 909 563
126 1233 39001
126 2729 46438
126 4025 29725
126 4248 114425
126 4628 119303
126 4888 22918
126 7842 42055
126 9689 90438
127 1636 79959
127 4015 114360
127 5871 98979
127 6339 98503
127 6742 103192
128 395 30013
128 843 92219
128 1065 20381
128 3806 113945
128 4914 107211
128 6451 44667
128 9221 67314
128 9875 108747
129 221 30016
129 625 95458
129 3460 108815
129 4739 65287
129 6276 30899
129 8002 86815
129 9114 1135
130 73 78081
130 1031 87861
130 1231 38049
130 1333 117081
130 2054 14298
130 2349 104126
130 2701 27857
130 4410 49953
130 4737 43395
130 5033 69912
130 5404 56742
130 5760 3353
130 8063 100623
130 8369 72072
131 211 18207
131 2965 83814
131 4741 102084
131 5998 110425
131 7131 20546
131 7518 96028
131 7957 13988
131 8359 101564
131 8827 79693
132 551 39086
132 793 11579
132 1846 55150
132 4905 27900
132 6084 113218
132 6303 2401
132 6666 31067
132 7024 114352
132 8572 80481
132 9225 118927
133 2724 68753
133 5300 113914
133 5447 49576
133 6594 89230
133 7049 21770
133 7574 15880
133 9069 12624
134 991 91681
134 1253 72621
134 1474 52328
134 2496 72303
134 3188 24693
134 3232 70535
134 4990 72468
134 5477 6776
134 6149 97311
134 8348 93013
134 8620 19156
134 8785 111298
134 8870 74577
134 9212 15200
134 9560 66735
135 148 2507
135 2048 106702
135 2184 94635
135 2206 115724
135 2221 109102
135 3869 42053
135 3915 26428
135 4955 105934
135 5412 40979
135 7891 95180
135 8065 99847
135 8613 6906
136 1155 64409
136 2134 1617
136 2800 22786
136 3158 113384
136 3183 9649
136 3297 11758
136 4502 45711
136 4748 118304
136 4923 36450
136 4929 116245
136 5563 70771
136 5669 79578
136 6265 93556
136 6876 80136
136 8086 15085
136 9040 1205
137 1410 34712
137 1937 66636
137 2459 67940
137 5390 73570
137 6672 53337
137 7472 78926
137 7711 69294
137 9851 78790
137 9972 978
138 549 12073
138 1178 101076
138 2121 78308
138 2148 23604
138 2680 80922
138 2803 1565
138 5443 88012
138 5506 118890
138 8451 24350
138 9488 117747
139 239 8539
139 1196 72460
139 1610 43457
139 7321 6842
139 9403 25261
140 255 39702
140 959 113964
140 1760 104838
140 2294 49609
140 3894 74099
140 4282 36274
140 5124 87165
140 5126 25162
140 5481 19262
140 8597 35104
140 8705 98732
140 9239 72598
140 9636 30381
141 578 84377
141 2157 67740
141 4039 67710
141 5313 96449
141 5791 48815
141 5831 62369
141 5852 52
141 6190 46088
141 6406 63934
141 6735 4415
141 6945 44978
141 8740 4635
141 8896 2161
142 138 53516
142 374 77094
142 800 45617
142 1356 96709
142 1417 102355
142 1538 1670
142 1884 7024
142 1978 3544
142 2922 87630
142 3308 117475
142 9043 76170
142 9173 54795
142 9379 22636
143 1436 95431
143 2039 89898
143 3501 37719
143 5464 84380
143 5940 36631
143 7145 2095
143 8691 32119
143 9650 104340
144 56 14895
144 187 117285
144 1452 83061
144 2429 51298
144 3781 43373
144 5780 26994
144 8129 55712
144 8151 88350
144 9063 67980
144 9071 94224
145 555 58217
145 669 25074
145 1621 56193
145 1665 71277
145 2094 7428
145 4215 57862
145 4727 114652
145 5574 47323
145 6182 25492
145 6283 112126
145 7750 3492
145 8732 80286
145 8970 14762
145 9565 15274
145 9944 86535
146 48 88832
146 1333 99654
146 3036 3165
146 3456 7279
146 3478 48124
146 3831 23857
146 3972 22173
146 5048 45409
146 5174 23269
146 6812 109823
146 7555 5133
146 9433 50262
147 145 45534
147 1338 9834
147 1914 118241
147 1919 56110
147 2227 104402
147 2981 59666
147 3414 112302
147 6109 55678
147 6713 103445
147 6791 50163
147 7146 86681
147 7174 30768
147 7845 112006
147 8639 78807
148 583 70611
148 4950 108643
148 5710 9920
148 6940 85885
148 6993 75178
148 7485 98751
148 9950 101890
149 209 114694
149 298 22381
149 1995 30013
149 2113 54902
149 2701 80906
149 3030 111773
149 3058 78170
149 3086 70728
149 3981 33257
149 4179 44783
149 4474 116261
149 4688 43090
149 7580 79376
149 7830 52370
149 8206 27491
149 9529 19041
150 1157 81023
150 1299 119520
150 2438 38838
150 4233 11186
150 5710 86201
150 6950 69605
150 7230 39543
151 2513 45007
151 5160 56567
151 6132 28186
151 6312 54926
151 6565 22451
151 6940 103363
151 7098 70028
151 8557 4340
151 9064 14408
152 135 92409
152 161 70705
152 231 69310
152 1116 53314
152 1381 98829
152 4494 63831
152 4695 40393
152 5376 12086
152 6960 108614
152 7702 73005
152 9019 55175
152 9199 104341
152 9780 5375
153 56 82666
153 633 3381
153 1758 86397
153 2064 118537
153 2607 78570
153 2746 13934
153 5304 84737
153 5887 28174
153 6088 53477
153 6356 46095
153 6650 1093
153 6907 118014
153 7677 17372
153 8300 59895
153 9568 101376
153 9999 3752
154 67 100587
154 675 32135
154 906 12512
154 1044 51291
154 2370 101444
154 3482 65825
154 3880 30119
154 5718 81627
154 7113 22569
154 8342 42204
154 9292 70240
155 2033 95573
155 2630 13731
155 3246 90932
155 5500 17299
155 5999 96396
155 6280 10664
155 6288 103696
155 6960 11284
155 7109 89234
155 7984 33981
155 9378 96021
156 3773 33759
156 4757 3809
156 5221 58467
156 7507 34851
156 7520 1822
156 8853 75839
157 1465 94746
157 1536 19549
157 2608 115942
157 2740 75332
157 3898 51684
157 4258 8453
157 5931 42974
157 6934 69479
157 8683 110629
157 9545 73092
157 9887 67457
158 398 13197
158 863 31648
158 4120 54048
158 5291 108769
158 7123 45378
158 7584 24979
158 7767 6068
158 8443 58125
158 8678 35643
159 1041 26115
159 1211 69408
159 1980 4876
159 2687 96447
159 2746 81780
159 4353 38634
159 5640 100256
159 8941 56599
159 9005 73485
159 9223 18429
159 9821 12437
160 979 84582
160 2198 74330
160 2395 44730
160 2753 76265
160 2968 42365
160 3133 53182
160 6065 119238
160 6206 111843
160 8068 43810
160 8411 108681
161 840 59300
161 1847 57006
161 3414 20328
161 4710 113347
161 6054 45774
161 6199 102057
161 7174 54678
161 7612 88193
161 8733 40181
161 9098 90320
161 9961 114307
162 2459 25941
162 3253 95195
162 3692 90754
162 3837 24072
162 3895 50180
162 4039 107361
162 6027 80670
162 7599 40016
162 8304 5789
162 9223 9458
163 913 4597
163 2145 116470
163 4269 54187
163 6492 117213
163 9141 38834
164 7 107368
164 1600 116450
164 2275 67029
164 2345 31177
164 2618 105131
164 3508 42680
164 4063 4534
164 4359 41810
164 4473 72378
164 5306 86660
164 5434 23867
164 5823 7055
164 6374 54852
164 7474 100399
164 8805 97374
164 9234 85511
165 196 42691
165 467 108920
165 672 92616
165 2957 66763
165 3740 39100
165 4245 79976
165 4782 27432
165 5740 79115
165 5854 2116
165 7324 36890
165 9040 64
165 9072 118586
166 538 91076
166 543 117276
166 618 73771
166 989 114796
166 1198 113726
166 2229 20799
166 3013 25972
166 3847 15208
166 4275 63478
166 8268 66858
166 9085 93369
167 119 15856
167 1727 33517
167 3966 33587
167 5087 22910
167 5608 4720
167 8564 50338
167 9549 36636
167 9982 6582
168 318 93028
168 2252 25555
168 2687 99197
168 3168 39790
168 3864 101006
168 4397 59172
168 7183 67222
168 8080 60121
168 8985 97640
169 884 20463
169 1386 96536
169 3533 96225
169 4775 111538
169 4808 93811
169 6416 49995
169 6541 106333
169 7992 3888
169 8643 70794
169 9160 48657
169 9536 55447
169 9565 50623
170 1107 31866
170 2069 65168
170 3844 102830
170 4730 101734
170 6746 98754
170 8417 5740
171 411 106453
171 427 29091
171 1185 78727
171 5945 113035
171 7383 2119
171 7450 20633
171 8266 8583
171 9441 78260
171 9495 1639
171 9564 67755
171 9829 61833
172 2106 98111
172 3443 45394
172 3859 82295
172 4172 74646
172 4997 57970
172 8831 110185
172 9757 84808
173 1540 107964
173 4521 96517
173 5623 5048
173 6317 95109
173 8456 61525
173 9862 60494
174 685 62084
174 947 9742
174 1282 5661
174 1581 44913
174 3327 111475
174 3953 20767
174 4480 87004
174 5681 14280
174 7586 49857
174 8937 45730
174 9180 43666
174 9437 88327
175 271 66363
175 1025 52248
175 1645 46587
175 2042 104353
175 2914 2
175 4392 108419
175 4434 82463
175 5351 81747
175 5472 107066
175 7157 73460
175 7524 19716
175 8622 97250
175 8706 38267
176 1245 44032
176 2926 73766
176 3101 43314
